Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
4,25,5,0,0.44,0.2
11,23,7,1,0.304347826086957,0.173913043478261
12,17,3,1,0.176470588235294,0.0588235294117647
13,21,4,0,0.333333333333333,0.19047619047619
17,25,11,1,0.44,0.08
18,21,7,1,0.333333333333333,0.19047619047619
21,15,7,1,0.466666666666667,0.2
23,23,4,1,0.173913043478261,0.0434782608695652
24,21,9,1,0.428571428571429,0.333333333333333
28,19,9,1,0.473684210526316,0.315789473684211
31,15,5,0,0.466666666666667,0.333333333333333
34,25,11,1,0.44,0.32
