Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
1,25,2,0,0.2,0.08
3,23,4,0,0.434782608695652,0.173913043478261
8,17,1,0,0.470588235294118,0.0588235294117647
12,25,2,0,0.32,0.08
14,19,4,0,0.315789473684211,0.210526315789474
24,19,6,0,0.473684210526316,0.315789473684211
25,23,1,0,0.304347826086957,0.0434782608695652
26,17,3,0,0.470588235294118,0.176470588235294
30,19,1,0,0.473684210526316,0.0526315789473684
33,23,1,0,0.304347826086957,0.0434782608695652
34,15,1,0,0.333333333333333,0.0666666666666667
35,15,3,0,0.466666666666667,0.2
1,25,2,0,0.2,0.08
3,23,4,0,0.434782608695652,0.173913043478261
8,17,1,0,0.470588235294118,0.0588235294117647
12,25,2,0,0.32,0.08
14,19,4,0,0.315789473684211,0.210526315789474
24,19,6,0,0.473684210526316,0.315789473684211
25,23,1,0,0.304347826086957,0.0434782608695652
26,17,3,0,0.470588235294118,0.176470588235294
30,19,1,0,0.473684210526316,0.0526315789473684
33,23,1,0,0.304347826086957,0.0434782608695652
34,15,1,0,0.333333333333333,0.0666666666666667
35,15,3,0,0.466666666666667,0.2
