Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
2,15,1,0,0.466666666666667,0.0666666666666667
3,23,1,0,0.304347826086957,0.0434782608695652
6,23,7,1,0.304347826086957,0.173913043478261
8,17,1,0,0.294117647058824,0.0588235294117647
9,17,1,0,0.294117647058824,0.0588235294117647
19,17,8,1,0.470588235294118,0.176470588235294
20,19,4,0,0.315789473684211,0.210526315789474
22,17,3,0,0.294117647058824,0.176470588235294
25,25,5,0,0.44,0.2
26,19,4,1,0.210526315789474,0.0526315789473684
30,17,1,0,0.294117647058824,0.0588235294117647
35,25,5,1,0.2,0.08
4,21,9,1,0.428571428571429,0.0476190476190476
5,15,5,0,0.466666666666667,0.333333333333333
8,23,1,0,0.304347826086957,0.0434782608695652
20,25,2,0,0.44,0.08
22,17,3,1,0.176470588235294,0.0588235294117647
23,21,4,0,0.428571428571429,0.19047619047619
26,17,3,0,0.294117647058824,0.176470588235294
27,23,4,0,0.304347826086957,0.173913043478261
32,25,8,0,0.44,0.32
33,17,3,1,0.176470588235294,0.0588235294117647
35,17,1,0,0.470588235294118,0.0588235294117647
36,17,3,0,0.294117647058824,0.176470588235294
