Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
4,25,2,0,0.2,0.08
6,23,10,1,0.434782608695652,0.0434782608695652
7,19,4,1,0.210526315789474,0.0526315789473684
10,23,7,0,0.434782608695652,0.304347826086957
12,15,3,1,0.2,0.0666666666666667
15,21,9,1,0.428571428571429,0.19047619047619
16,17,8,1,0.470588235294118,0.176470588235294
23,17,8,1,0.470588235294118,0.176470588235294
29,17,3,1,0.176470588235294,0.0588235294117647
34,23,7,1,0.304347826086957,0.173913043478261
35,15,7,1,0.466666666666667,0.333333333333333
36,17,8,1,0.470588235294118,0.294117647058824
