Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
4,25,11,1,0.44,0.32
9,19,9,1,0.473684210526316,0.0526315789473684
10,23,4,0,0.304347826086957,0.173913043478261
11,21,4,1,0.19047619047619,0.0476190476190476
13,21,9,1,0.428571428571429,0.0476190476190476
15,17,8,1,0.470588235294118,0.176470588235294
21,21,7,1,0.333333333333333,0.0476190476190476
23,17,8,1,0.470588235294118,0.294117647058824
27,21,9,1,0.428571428571429,0.0476190476190476
28,15,5,1,0.333333333333333,0.0666666666666667
31,17,5,0,0.470588235294118,0.294117647058824
