Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
6,15,7,1,0.466666666666667,0.0666666666666667
10,17,8,1,0.470588235294118,0.0588235294117647
14,17,8,1,0.470588235294118,0.0588235294117647
16,23,10,1,0.434782608695652,0.0434782608695652
18,19,4,1,0.210526315789474,0.0526315789473684
19,21,7,0,0.428571428571429,0.333333333333333
20,17,8,1,0.470588235294118,0.176470588235294
25,15,3,0,0.333333333333333,0.2
26,25,8,1,0.32,0.2
27,15,5,1,0.333333333333333,0.2
32,25,11,1,0.44,0.2
34,19,4,1,0.210526315789474,0.0526315789473684
