Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
2,23,10,1,0.434782608695652,0.0434782608695652
9,25,11,1,0.44,0.32
10,21,7,1,0.333333333333333,0.19047619047619
12,25,8,1,0.32,0.08
13,23,4,0,0.304347826086957,0.173913043478261
17,17,5,0,0.470588235294118,0.294117647058824
18,21,4,0,0.428571428571429,0.19047619047619
22,23,1,0,0.173913043478261,0.0434782608695652
28,19,1,0,0.210526315789474,0.0526315789473684
30,21,7,0,0.428571428571429,0.333333333333333
36,15,7,1,0.466666666666667,0.0666666666666667
2,23,4,1,0.173913043478261,0.0434782608695652
4,15,5,0,0.466666666666667,0.333333333333333
9,19,4,0,0.315789473684211,0.210526315789474
10,25,11,1,0.44,0.08
12,23,4,0,0.434782608695652,0.173913043478261
23,15,5,0,0.466666666666667,0.333333333333333
27,21,4,0,0.428571428571429,0.19047619047619
29,17,5,1,0.294117647058824,0.0588235294117647
32,21,4,1,0.19047619047619,0.0476190476190476
