Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
3,15,7,1,0.466666666666667,0.0666666666666667
6,17,8,1,0.470588235294118,0.0588235294117647
10,19,6,1,0.315789473684211,0.210526315789474
13,19,6,1,0.315789473684211,0.0526315789473684
19,21,9,1,0.428571428571429,0.333333333333333
21,19,9,1,0.473684210526316,0.210526315789474
22,17,5,1,0.294117647058824,0.0588235294117647
24,25,2,0,0.2,0.08
25,23,10,1,0.434782608695652,0.173913043478261
27,25,11,1,0.44,0.2
31,19,4,1,0.210526315789474,0.0526315789473684
36,17,8,1,0.470588235294118,0.0588235294117647
