Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
1,25,2,0,0.44,0.08
6,15,3,0,0.466666666666667,0.2
7,17,5,0,0.470588235294118,0.294117647058824
8,19,1,0,0.473684210526316,0.0526315789473684
17,19,1,0,0.210526315789474,0.0526315789473684
18,19,1,0,0.473684210526316,0.0526315789473684
21,19,1,0,0.210526315789474,0.0526315789473684
25,21,4,0,0.333333333333333,0.19047619047619
27,17,3,0,0.294117647058824,0.176470588235294
28,21,7,0,0.428571428571429,0.333333333333333
32,15,1,0,0.2,0.0666666666666667
36,15,1,0,0.333333333333333,0.0666666666666667
