Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
6,25,5,0,0.32,0.2
10,21,1,0,0.333333333333333,0.0476190476190476
13,17,5,0,0.470588235294118,0.294117647058824
14,15,1,0,0.2,0.0666666666666667
18,19,1,0,0.473684210526316,0.0526315789473684
19,23,7,0,0.434782608695652,0.304347826086957
21,21,4,0,0.333333333333333,0.19047619047619
24,19,1,0,0.315789473684211,0.0526315789473684
25,17,1,0,0.294117647058824,0.0588235294117647
31,17,1,0,0.470588235294118,0.0588235294117647
35,17,1,0,0.176470588235294,0.0588235294117647
36,19,4,0,0.473684210526316,0.210526315789474
1,17,1,0,0.470588235294118,0.0588235294117647
5,25,2,0,0.32,0.08
12,15,7,1,0.466666666666667,0.2
13,23,7,0,0.434782608695652,0.304347826086957
14,19,4,0,0.315789473684211,0.210526315789474
15,25,5,0,0.32,0.2
16,19,1,0,0.473684210526316,0.0526315789473684
17,23,4,0,0.304347826086957,0.173913043478261
23,17,3,0,0.294117647058824,0.176470588235294
27,23,10,1,0.434782608695652,0.173913043478261
32,17,3,1,0.176470588235294,0.0588235294117647
33,21,4,0,0.333333333333333,0.19047619047619
