Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
2,21,7,1,0.333333333333333,0.0476190476190476
4,15,7,1,0.466666666666667,0.0666666666666667
7,21,9,1,0.428571428571429,0.19047619047619
15,15,3,1,0.2,0.0666666666666667
23,17,5,1,0.294117647058824,0.176470588235294
28,15,5,1,0.333333333333333,0.0666666666666667
30,23,10,1,0.434782608695652,0.0434782608695652
31,19,4,1,0.210526315789474,0.0526315789473684
32,15,3,1,0.2,0.0666666666666667
34,23,10,1,0.434782608695652,0.0434782608695652
35,23,10,1,0.434782608695652,0.304347826086957
36,25,8,1,0.32,0.08
