Trial,Endowment,Earned,Choice,Offer,Prop_Endowment
1,25,0,0,8,0.32
2,15,0,0,1,0.0666666666666667
24,15,0,0,1,0.0666666666666667
34,25,0,0,2,0.08
35,21,0,0,1,0.0476190476190476
1,19,0,0,1,0.0526315789473684
3,21,0,0,1,0.0476190476190476
8,23,0,0,1,0.0434782608695652
10,25,0,0,2,0.08
14,17,0,0,1,0.0588235294117647
35,15,0,0,1,0.0666666666666667
