Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
3,19,6,1,0.315789473684211,0.0526315789473684
12,19,9,1,0.473684210526316,0.210526315789474
15,15,5,0,0.466666666666667,0.333333333333333
17,17,5,1,0.294117647058824,0.176470588235294
18,15,7,1,0.466666666666667,0.2
19,15,5,1,0.333333333333333,0.2
23,25,5,1,0.2,0.08
24,19,6,1,0.315789473684211,0.210526315789474
29,15,7,1,0.466666666666667,0.333333333333333
32,15,3,1,0.2,0.0666666666666667
33,21,7,0,0.428571428571429,0.333333333333333
34,15,7,1,0.466666666666667,0.0666666666666667
