Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
1,17,3,1,0.176470588235294,0.0588235294117647
4,17,5,1,0.294117647058824,0.176470588235294
6,17,8,1,0.470588235294118,0.294117647058824
8,21,7,1,0.333333333333333,0.19047619047619
13,19,6,1,0.315789473684211,0.210526315789474
14,15,7,1,0.466666666666667,0.333333333333333
17,25,8,1,0.32,0.2
20,23,10,1,0.434782608695652,0.304347826086957
23,19,9,1,0.473684210526316,0.0526315789473684
24,15,3,1,0.2,0.0666666666666667
33,23,10,1,0.434782608695652,0.0434782608695652
35,17,5,1,0.294117647058824,0.0588235294117647
