Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
2,23,4,0,0.434782608695652,0.173913043478261
4,21,4,1,0.19047619047619,0.0476190476190476
11,19,9,1,0.473684210526316,0.210526315789474
14,23,4,1,0.173913043478261,0.0434782608695652
15,17,5,1,0.294117647058824,0.0588235294117647
21,23,7,1,0.304347826086957,0.0434782608695652
22,25,8,1,0.32,0.2
23,17,5,0,0.470588235294118,0.294117647058824
26,17,3,0,0.470588235294118,0.176470588235294
27,21,7,1,0.333333333333333,0.0476190476190476
32,23,7,1,0.304347826086957,0.0434782608695652
34,21,7,1,0.333333333333333,0.19047619047619
