Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
3,19,9,1,0.473684210526316,0.0526315789473684
4,17,8,1,0.470588235294118,0.176470588235294
5,19,6,1,0.315789473684211,0.0526315789473684
13,15,5,1,0.333333333333333,0.2
14,17,5,1,0.294117647058824,0.176470588235294
17,15,7,1,0.466666666666667,0.333333333333333
22,21,1,0,0.19047619047619,0.0476190476190476
26,21,4,0,0.428571428571429,0.19047619047619
29,25,5,0,0.32,0.2
31,17,3,0,0.294117647058824,0.176470588235294
33,19,1,0,0.473684210526316,0.0526315789473684
36,21,1,0,0.428571428571429,0.0476190476190476
