Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
1,19,1,0,0.315789473684211,0.0526315789473684
4,15,3,0,0.333333333333333,0.2
8,25,5,0,0.32,0.2
11,25,5,0,0.32,0.2
21,19,9,1,0.473684210526316,0.210526315789474
22,17,5,1,0.294117647058824,0.0588235294117647
25,19,9,1,0.473684210526316,0.210526315789474
26,23,7,1,0.304347826086957,0.0434782608695652
28,25,11,1,0.44,0.08
29,21,9,1,0.428571428571429,0.333333333333333
30,17,8,1,0.470588235294118,0.0588235294117647
33,21,9,1,0.428571428571429,0.19047619047619
3,19,6,1,0.315789473684211,0.210526315789474
5,19,9,1,0.473684210526316,0.210526315789474
6,25,8,0,0.44,0.32
7,23,10,1,0.434782608695652,0.173913043478261
8,17,3,1,0.176470588235294,0.0588235294117647
12,25,11,1,0.44,0.08
13,17,5,1,0.294117647058824,0.0588235294117647
20,25,8,1,0.32,0.2
25,21,7,1,0.333333333333333,0.19047619047619
27,21,9,1,0.428571428571429,0.333333333333333
31,15,7,1,0.466666666666667,0.0666666666666667
32,23,4,1,0.173913043478261,0.0434782608695652
