Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
2,19,1,0,0.315789473684211,0.0526315789473684
3,21,1,0,0.428571428571429,0.0476190476190476
12,19,4,0,0.315789473684211,0.210526315789474
14,23,1,0,0.173913043478261,0.0434782608695652
15,15,5,0,0.466666666666667,0.333333333333333
18,25,2,0,0.2,0.08
19,21,1,0,0.333333333333333,0.0476190476190476
22,25,2,0,0.2,0.08
23,15,1,0,0.2,0.0666666666666667
28,21,1,0,0.333333333333333,0.0476190476190476
29,25,5,0,0.44,0.2
30,19,4,1,0.210526315789474,0.0526315789473684
