Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
4,19,1,0,0.315789473684211,0.0526315789473684
10,25,8,0,0.44,0.32
16,17,1,0,0.294117647058824,0.0588235294117647
22,21,1,0,0.428571428571429,0.0476190476190476
24,19,4,0,0.315789473684211,0.210526315789474
25,25,5,0,0.32,0.2
27,19,4,0,0.315789473684211,0.210526315789474
29,21,7,0,0.428571428571429,0.333333333333333
31,23,7,0,0.434782608695652,0.304347826086957
34,17,3,0,0.470588235294118,0.176470588235294
35,19,6,1,0.315789473684211,0.0526315789473684
