Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
1,15,5,1,0.333333333333333,0.2
2,19,6,1,0.315789473684211,0.0526315789473684
4,21,9,1,0.428571428571429,0.19047619047619
5,21,4,1,0.19047619047619,0.0476190476190476
9,19,1,0,0.315789473684211,0.0526315789473684
11,19,9,1,0.473684210526316,0.210526315789474
12,23,10,1,0.434782608695652,0.0434782608695652
18,21,7,1,0.333333333333333,0.0476190476190476
21,23,10,1,0.434782608695652,0.0434782608695652
25,19,6,1,0.315789473684211,0.0526315789473684
26,23,10,1,0.434782608695652,0.304347826086957
29,19,6,1,0.315789473684211,0.210526315789474
