Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
5,25,5,0,0.44,0.2
6,15,5,0,0.466666666666667,0.333333333333333
7,25,2,0,0.2,0.08
8,23,1,0,0.434782608695652,0.0434782608695652
23,17,1,0,0.294117647058824,0.0588235294117647
24,23,7,0,0.434782608695652,0.304347826086957
27,21,9,1,0.428571428571429,0.0476190476190476
29,19,4,0,0.473684210526316,0.210526315789474
32,15,7,1,0.466666666666667,0.333333333333333
33,15,3,1,0.2,0.0666666666666667
34,23,10,1,0.434782608695652,0.173913043478261
35,17,8,1,0.470588235294118,0.0588235294117647
