Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
2,23,7,0,0.434782608695652,0.304347826086957
3,19,1,0,0.210526315789474,0.0526315789473684
4,21,4,0,0.428571428571429,0.19047619047619
9,15,7,1,0.466666666666667,0.333333333333333
12,25,11,1,0.44,0.32
14,19,4,1,0.210526315789474,0.0526315789473684
16,19,4,1,0.210526315789474,0.0526315789473684
20,23,7,0,0.434782608695652,0.304347826086957
21,19,9,1,0.473684210526316,0.0526315789473684
25,21,9,1,0.428571428571429,0.0476190476190476
34,17,1,0,0.294117647058824,0.0588235294117647
36,23,4,0,0.304347826086957,0.173913043478261
