Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
5,15,3,0,0.466666666666667,0.2
6,17,1,0,0.176470588235294,0.0588235294117647
7,19,1,0,0.315789473684211,0.0526315789473684
11,19,6,0,0.473684210526316,0.315789473684211
15,17,3,0,0.470588235294118,0.176470588235294
16,19,4,0,0.315789473684211,0.210526315789474
18,19,6,0,0.473684210526316,0.315789473684211
21,25,2,0,0.32,0.08
25,25,2,0,0.2,0.08
26,19,9,1,0.473684210526316,0.0526315789473684
28,25,2,0,0.44,0.08
32,21,1,0,0.428571428571429,0.0476190476190476
9,25,8,0,0.44,0.32
12,17,3,0,0.470588235294118,0.176470588235294
14,19,4,0,0.473684210526316,0.210526315789474
15,17,3,1,0.176470588235294,0.0588235294117647
16,25,2,0,0.32,0.08
17,25,2,0,0.2,0.08
22,19,6,0,0.473684210526316,0.315789473684211
23,19,1,0,0.315789473684211,0.0526315789473684
28,23,1,0,0.304347826086957,0.0434782608695652
30,25,2,0,0.44,0.08
31,25,5,0,0.32,0.2
34,19,6,0,0.473684210526316,0.315789473684211
