Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
2,19,1,0,0.210526315789474,0.0526315789473684
7,19,1,0,0.473684210526316,0.0526315789473684
8,25,11,1,0.44,0.2
11,15,1,0,0.466666666666667,0.0666666666666667
12,19,1,0,0.210526315789474,0.0526315789473684
13,17,5,1,0.294117647058824,0.0588235294117647
23,17,1,0,0.294117647058824,0.0588235294117647
25,15,1,0,0.466666666666667,0.0666666666666667
26,23,4,0,0.304347826086957,0.173913043478261
28,19,1,0,0.473684210526316,0.0526315789473684
29,21,4,0,0.428571428571429,0.19047619047619
35,23,4,0,0.304347826086957,0.173913043478261
