Trial,Endowment,Earned,Choice,Offer,Prop_Endowment
1,21,0,0,1,0.0476190476190476
7,23,0,0,1,0.0434782608695652
18,21,0,0,1,0.0476190476190476
19,23,0,0,1,0.0434782608695652
26,15,0,0,3,0.2
27,17,0,0,1,0.0588235294117647
12,21,0,0,1,0.0476190476190476
18,23,0,0,1,0.0434782608695652
28,21,0,0,4,0.19047619047619
29,15,0,0,3,0.2
34,23,0,0,4,0.173913043478261
