Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
5,17,1,0,0.176470588235294,0.0588235294117647
6,17,8,1,0.470588235294118,0.0588235294117647
8,17,8,1,0.470588235294118,0.0588235294117647
11,15,3,1,0.2,0.0666666666666667
14,23,7,1,0.304347826086957,0.0434782608695652
15,23,10,1,0.434782608695652,0.173913043478261
23,21,7,1,0.333333333333333,0.0476190476190476
24,23,7,1,0.304347826086957,0.0434782608695652
27,19,6,1,0.315789473684211,0.210526315789474
30,21,9,1,0.428571428571429,0.333333333333333
31,25,11,1,0.44,0.08
36,25,5,0,0.32,0.2
