Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
4,21,9,1,0.428571428571429,0.19047619047619
6,23,7,1,0.304347826086957,0.173913043478261
12,17,5,0,0.470588235294118,0.294117647058824
13,21,7,0,0.428571428571429,0.333333333333333
17,17,5,0,0.470588235294118,0.294117647058824
19,15,1,0,0.466666666666667,0.0666666666666667
20,15,5,1,0.333333333333333,0.2
22,15,5,0,0.466666666666667,0.333333333333333
23,23,4,0,0.434782608695652,0.173913043478261
26,15,1,0,0.466666666666667,0.0666666666666667
32,19,1,0,0.210526315789474,0.0526315789473684
33,15,3,1,0.2,0.0666666666666667
