Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
1,19,9,1,0.473684210526316,0.210526315789474
4,21,7,1,0.333333333333333,0.19047619047619
7,25,11,1,0.44,0.32
9,15,7,1,0.466666666666667,0.0666666666666667
10,19,9,1,0.473684210526316,0.0526315789473684
12,21,4,1,0.19047619047619,0.0476190476190476
13,19,9,1,0.473684210526316,0.0526315789473684
19,15,7,1,0.466666666666667,0.2
20,15,3,1,0.2,0.0666666666666667
32,23,7,1,0.304347826086957,0.0434782608695652
33,15,7,1,0.466666666666667,0.333333333333333
36,23,10,1,0.434782608695652,0.304347826086957
