Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
4,21,9,1,0.428571428571429,0.19047619047619
11,25,5,0,0.44,0.2
12,23,4,0,0.434782608695652,0.173913043478261
18,25,2,0,0.2,0.08
22,25,8,0,0.44,0.32
23,23,7,0,0.434782608695652,0.304347826086957
25,17,8,1,0.470588235294118,0.0588235294117647
28,17,8,1,0.470588235294118,0.176470588235294
30,23,7,1,0.304347826086957,0.173913043478261
33,21,4,1,0.19047619047619,0.0476190476190476
34,21,7,0,0.428571428571429,0.333333333333333
35,21,7,1,0.333333333333333,0.0476190476190476
1,21,4,0,0.428571428571429,0.19047619047619
10,15,7,1,0.466666666666667,0.333333333333333
14,21,9,1,0.428571428571429,0.0476190476190476
17,15,1,0,0.333333333333333,0.0666666666666667
19,21,9,1,0.428571428571429,0.0476190476190476
20,25,5,0,0.32,0.2
21,23,4,1,0.173913043478261,0.0434782608695652
25,23,7,0,0.434782608695652,0.304347826086957
26,21,4,1,0.19047619047619,0.0476190476190476
28,23,4,0,0.304347826086957,0.173913043478261
33,17,3,0,0.294117647058824,0.176470588235294
