Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
1,15,1,0,0.333333333333333,0.0666666666666667
2,19,1,0,0.315789473684211,0.0526315789473684
11,25,8,0,0.44,0.32
13,23,4,0,0.304347826086957,0.173913043478261
14,19,4,0,0.315789473684211,0.210526315789474
15,23,4,0,0.304347826086957,0.173913043478261
17,21,4,0,0.428571428571429,0.19047619047619
18,19,1,0,0.210526315789474,0.0526315789473684
19,15,5,0,0.466666666666667,0.333333333333333
20,21,1,0,0.333333333333333,0.0476190476190476
21,19,1,0,0.473684210526316,0.0526315789473684
25,21,1,0,0.428571428571429,0.0476190476190476
2,19,1,0,0.210526315789474,0.0526315789473684
10,15,1,0,0.333333333333333,0.0666666666666667
11,23,1,0,0.304347826086957,0.0434782608695652
12,19,1,0,0.210526315789474,0.0526315789473684
16,19,6,0,0.473684210526316,0.315789473684211
18,23,4,0,0.304347826086957,0.173913043478261
19,19,6,0,0.473684210526316,0.315789473684211
20,25,5,0,0.44,0.2
28,15,1,0,0.2,0.0666666666666667
32,23,7,0,0.434782608695652,0.304347826086957
34,19,6,0,0.473684210526316,0.315789473684211
35,25,2,0,0.44,0.08
