Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
1,21,4,0,0.333333333333333,0.19047619047619
4,17,1,0,0.294117647058824,0.0588235294117647
7,25,5,1,0.2,0.08
10,15,5,0,0.466666666666667,0.333333333333333
11,15,1,0,0.2,0.0666666666666667
18,23,10,1,0.434782608695652,0.0434782608695652
26,19,4,1,0.210526315789474,0.0526315789473684
30,23,7,1,0.304347826086957,0.0434782608695652
32,19,4,0,0.473684210526316,0.210526315789474
33,19,4,0,0.315789473684211,0.210526315789474
34,15,5,1,0.333333333333333,0.0666666666666667
36,15,5,0,0.466666666666667,0.333333333333333
