Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
5,19,4,0,0.473684210526316,0.210526315789474
9,25,8,0,0.44,0.32
11,19,1,0,0.210526315789474,0.0526315789473684
14,19,4,1,0.210526315789474,0.0526315789473684
17,21,4,0,0.428571428571429,0.19047619047619
21,23,4,1,0.173913043478261,0.0434782608695652
25,15,1,0,0.466666666666667,0.0666666666666667
28,25,5,0,0.44,0.2
30,25,8,1,0.32,0.08
31,21,4,0,0.428571428571429,0.19047619047619
33,25,5,1,0.2,0.08
4,17,3,0,0.294117647058824,0.176470588235294
11,17,1,0,0.294117647058824,0.0588235294117647
13,25,5,1,0.2,0.08
14,21,4,0,0.333333333333333,0.19047619047619
15,15,5,0,0.466666666666667,0.333333333333333
19,21,4,0,0.428571428571429,0.19047619047619
20,25,5,0,0.44,0.2
22,25,11,1,0.44,0.08
25,19,4,0,0.315789473684211,0.210526315789474
27,25,5,0,0.44,0.2
30,17,5,1,0.294117647058824,0.0588235294117647
35,21,4,0,0.333333333333333,0.19047619047619
