Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
2,19,4,1,0.210526315789474,0.0526315789473684
5,23,7,1,0.304347826086957,0.0434782608695652
6,15,3,1,0.2,0.0666666666666667
10,21,4,1,0.19047619047619,0.0476190476190476
11,21,4,1,0.19047619047619,0.0476190476190476
12,15,3,0,0.333333333333333,0.2
16,19,9,1,0.473684210526316,0.0526315789473684
22,21,9,1,0.428571428571429,0.19047619047619
23,17,5,1,0.294117647058824,0.0588235294117647
29,15,5,0,0.466666666666667,0.333333333333333
33,23,10,1,0.434782608695652,0.0434782608695652
34,25,8,0,0.44,0.32
1,25,5,1,0.2,0.08
3,19,4,0,0.473684210526316,0.210526315789474
4,15,3,0,0.466666666666667,0.2
6,15,7,1,0.466666666666667,0.2
7,21,9,1,0.428571428571429,0.0476190476190476
12,15,7,1,0.466666666666667,0.0666666666666667
13,23,7,1,0.304347826086957,0.173913043478261
15,17,3,1,0.176470588235294,0.0588235294117647
16,19,4,0,0.473684210526316,0.210526315789474
26,23,4,1,0.173913043478261,0.0434782608695652
31,21,4,0,0.333333333333333,0.19047619047619
34,17,5,1,0.294117647058824,0.0588235294117647
