Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
3,15,3,1,0.2,0.0666666666666667
12,25,8,0,0.44,0.32
13,23,7,1,0.304347826086957,0.0434782608695652
19,19,9,1,0.473684210526316,0.0526315789473684
21,15,3,1,0.2,0.0666666666666667
23,15,3,0,0.466666666666667,0.2
25,17,5,1,0.294117647058824,0.0588235294117647
28,23,7,0,0.434782608695652,0.304347826086957
29,23,7,1,0.304347826086957,0.173913043478261
30,15,5,1,0.333333333333333,0.2
32,19,4,1,0.210526315789474,0.0526315789473684
34,25,8,1,0.32,0.08
