Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
8,25,5,0,0.44,0.2
9,17,5,1,0.294117647058824,0.0588235294117647
10,21,7,0,0.428571428571429,0.333333333333333
15,23,4,0,0.304347826086957,0.173913043478261
16,21,1,0,0.19047619047619,0.0476190476190476
17,17,1,0,0.176470588235294,0.0588235294117647
22,19,1,0,0.473684210526316,0.0526315789473684
24,23,4,0,0.434782608695652,0.173913043478261
27,19,1,0,0.210526315789474,0.0526315789473684
30,25,2,0,0.32,0.08
34,21,4,0,0.333333333333333,0.19047619047619
35,25,2,0,0.2,0.08
3,25,2,0,0.44,0.08
6,21,4,0,0.428571428571429,0.19047619047619
12,25,2,0,0.44,0.08
14,19,1,0,0.210526315789474,0.0526315789473684
18,19,4,0,0.315789473684211,0.210526315789474
24,19,4,0,0.315789473684211,0.210526315789474
27,25,2,0,0.2,0.08
30,19,6,0,0.473684210526316,0.315789473684211
31,15,3,0,0.333333333333333,0.2
32,25,2,0,0.44,0.08
33,25,5,0,0.32,0.2
35,21,1,0,0.19047619047619,0.0476190476190476
