Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
8,25,2,0,0.44,0.08
9,25,5,0,0.32,0.2
11,15,3,0,0.333333333333333,0.2
14,17,3,0,0.294117647058824,0.176470588235294
18,23,1,0,0.434782608695652,0.0434782608695652
19,19,1,0,0.210526315789474,0.0526315789473684
21,25,2,0,0.44,0.08
22,17,3,0,0.470588235294118,0.176470588235294
24,21,7,0,0.428571428571429,0.333333333333333
25,17,5,0,0.470588235294118,0.294117647058824
27,19,1,0,0.315789473684211,0.0526315789473684
31,15,1,0,0.466666666666667,0.0666666666666667
3,23,4,0,0.304347826086957,0.173913043478261
5,17,1,0,0.470588235294118,0.0588235294117647
7,17,1,0,0.294117647058824,0.0588235294117647
9,21,1,0,0.19047619047619,0.0476190476190476
10,23,1,0,0.304347826086957,0.0434782608695652
16,17,5,0,0.470588235294118,0.294117647058824
17,15,3,0,0.466666666666667,0.2
20,23,1,0,0.173913043478261,0.0434782608695652
22,19,4,0,0.473684210526316,0.210526315789474
26,19,6,0,0.473684210526316,0.315789473684211
27,25,5,0,0.44,0.2
34,17,1,0,0.294117647058824,0.0588235294117647
