Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
2,15,3,1,0.2,0.0666666666666667
5,23,10,1,0.434782608695652,0.304347826086957
7,21,7,1,0.333333333333333,0.0476190476190476
9,23,10,1,0.434782608695652,0.304347826086957
11,21,9,1,0.428571428571429,0.19047619047619
13,15,5,1,0.333333333333333,0.0666666666666667
16,25,11,1,0.44,0.08
27,25,8,1,0.32,0.2
30,25,8,1,0.32,0.2
34,21,9,1,0.428571428571429,0.19047619047619
35,23,4,1,0.173913043478261,0.0434782608695652
36,19,6,1,0.315789473684211,0.0526315789473684
