Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
2,19,9,1,0.473684210526316,0.0526315789473684
3,15,3,1,0.2,0.0666666666666667
5,17,8,1,0.470588235294118,0.176470588235294
6,15,5,1,0.333333333333333,0.2
7,17,3,1,0.176470588235294,0.0588235294117647
9,15,7,1,0.466666666666667,0.333333333333333
10,15,5,1,0.333333333333333,0.0666666666666667
20,15,7,1,0.466666666666667,0.2
21,19,9,1,0.473684210526316,0.0526315789473684
26,21,7,1,0.333333333333333,0.0476190476190476
34,17,5,1,0.294117647058824,0.0588235294117647
35,15,3,1,0.2,0.0666666666666667
