Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
3,23,4,1,0.173913043478261,0.0434782608695652
9,17,8,1,0.470588235294118,0.176470588235294
13,23,10,1,0.434782608695652,0.0434782608695652
17,15,7,1,0.466666666666667,0.2
18,17,5,1,0.294117647058824,0.176470588235294
19,21,7,1,0.333333333333333,0.0476190476190476
24,17,3,1,0.176470588235294,0.0588235294117647
26,21,4,1,0.19047619047619,0.0476190476190476
28,21,4,0,0.428571428571429,0.19047619047619
32,21,9,1,0.428571428571429,0.333333333333333
33,15,7,1,0.466666666666667,0.2
34,23,7,1,0.304347826086957,0.0434782608695652
2,23,4,1,0.173913043478261,0.0434782608695652
7,21,7,1,0.333333333333333,0.19047619047619
9,17,3,1,0.176470588235294,0.0588235294117647
10,15,7,1,0.466666666666667,0.333333333333333
14,21,7,1,0.333333333333333,0.0476190476190476
18,15,5,1,0.333333333333333,0.2
20,21,7,1,0.333333333333333,0.19047619047619
25,19,6,1,0.315789473684211,0.0526315789473684
29,23,4,1,0.173913043478261,0.0434782608695652
30,15,5,1,0.333333333333333,0.2
32,17,8,1,0.470588235294118,0.0588235294117647
33,21,4,1,0.19047619047619,0.0476190476190476
