Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
9,17,5,0,0.470588235294118,0.294117647058824
12,15,3,1,0.2,0.0666666666666667
13,15,7,1,0.466666666666667,0.333333333333333
14,21,7,1,0.333333333333333,0.19047619047619
17,21,9,1,0.428571428571429,0.0476190476190476
20,15,5,1,0.333333333333333,0.2
23,23,4,1,0.173913043478261,0.0434782608695652
24,25,5,1,0.2,0.08
26,25,5,1,0.2,0.08
27,23,10,1,0.434782608695652,0.304347826086957
28,15,7,1,0.466666666666667,0.333333333333333
36,15,5,1,0.333333333333333,0.2
9,21,9,1,0.428571428571429,0.0476190476190476
10,23,7,1,0.304347826086957,0.173913043478261
15,15,3,1,0.2,0.0666666666666667
17,25,8,1,0.32,0.08
20,15,7,1,0.466666666666667,0.0666666666666667
21,17,8,1,0.470588235294118,0.176470588235294
24,25,8,1,0.32,0.2
25,25,11,1,0.44,0.32
28,15,3,1,0.2,0.0666666666666667
32,21,7,1,0.333333333333333,0.19047619047619
33,23,4,1,0.173913043478261,0.0434782608695652
36,15,7,1,0.466666666666667,0.2
