Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
1,15,7,1,0.466666666666667,0.0666666666666667
3,15,5,1,0.333333333333333,0.0666666666666667
8,17,8,1,0.470588235294118,0.176470588235294
11,23,7,0,0.434782608695652,0.304347826086957
15,17,8,1,0.470588235294118,0.0588235294117647
18,17,8,1,0.470588235294118,0.176470588235294
20,23,10,1,0.434782608695652,0.0434782608695652
24,25,5,1,0.2,0.08
26,17,8,1,0.470588235294118,0.0588235294117647
27,23,7,1,0.304347826086957,0.173913043478261
32,19,9,1,0.473684210526316,0.315789473684211
33,21,7,1,0.333333333333333,0.19047619047619
