Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
1,19,1,0,0.315789473684211,0.0526315789473684
2,15,3,0,0.466666666666667,0.2
9,19,1,0,0.210526315789474,0.0526315789473684
13,23,7,1,0.304347826086957,0.173913043478261
14,17,3,1,0.176470588235294,0.0588235294117647
17,15,5,1,0.333333333333333,0.2
19,15,1,0,0.333333333333333,0.0666666666666667
23,17,3,1,0.176470588235294,0.0588235294117647
25,23,1,0,0.434782608695652,0.0434782608695652
26,15,5,0,0.466666666666667,0.333333333333333
34,19,4,1,0.210526315789474,0.0526315789473684
36,25,5,1,0.2,0.08
1,23,1,0,0.304347826086957,0.0434782608695652
10,19,4,0,0.473684210526316,0.210526315789474
11,19,4,0,0.473684210526316,0.210526315789474
12,23,4,0,0.304347826086957,0.173913043478261
13,21,7,0,0.428571428571429,0.333333333333333
15,23,7,0,0.434782608695652,0.304347826086957
18,21,7,0,0.428571428571429,0.333333333333333
19,25,5,0,0.44,0.2
24,17,3,1,0.176470588235294,0.0588235294117647
26,15,7,1,0.466666666666667,0.333333333333333
27,17,5,1,0.294117647058824,0.0588235294117647
34,19,4,0,0.315789473684211,0.210526315789474
