Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
8,25,2,0,0.2,0.08
12,19,9,1,0.473684210526316,0.315789473684211
14,23,7,1,0.304347826086957,0.173913043478261
15,23,1,0,0.304347826086957,0.0434782608695652
18,17,5,1,0.294117647058824,0.176470588235294
20,21,7,0,0.428571428571429,0.333333333333333
21,19,6,1,0.315789473684211,0.0526315789473684
22,21,7,1,0.333333333333333,0.0476190476190476
23,19,4,1,0.210526315789474,0.0526315789473684
30,15,7,1,0.466666666666667,0.0666666666666667
32,15,5,1,0.333333333333333,0.0666666666666667
33,23,10,1,0.434782608695652,0.173913043478261
