Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
7,25,2,0,0.2,0.08
9,21,1,0,0.428571428571429,0.0476190476190476
13,15,3,0,0.466666666666667,0.2
16,21,4,0,0.428571428571429,0.19047619047619
19,21,1,0,0.19047619047619,0.0476190476190476
21,21,7,0,0.428571428571429,0.333333333333333
25,15,5,0,0.466666666666667,0.333333333333333
27,23,1,0,0.434782608695652,0.0434782608695652
30,21,4,0,0.428571428571429,0.19047619047619
31,23,4,0,0.304347826086957,0.173913043478261
32,15,1,0,0.333333333333333,0.0666666666666667
36,25,2,0,0.44,0.08
1,25,5,0,0.32,0.2
9,23,4,0,0.304347826086957,0.173913043478261
13,15,5,0,0.466666666666667,0.333333333333333
15,25,2,0,0.32,0.08
16,21,7,0,0.428571428571429,0.333333333333333
19,21,4,0,0.333333333333333,0.19047619047619
20,21,1,0,0.19047619047619,0.0476190476190476
22,19,4,0,0.473684210526316,0.210526315789474
31,19,4,0,0.473684210526316,0.210526315789474
33,25,2,0,0.2,0.08
34,15,1,0,0.466666666666667,0.0666666666666667
