Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
2,23,10,1,0.434782608695652,0.173913043478261
5,17,3,0,0.294117647058824,0.176470588235294
7,19,9,1,0.473684210526316,0.315789473684211
8,21,9,1,0.428571428571429,0.0476190476190476
13,17,5,0,0.470588235294118,0.294117647058824
16,15,5,0,0.466666666666667,0.333333333333333
17,25,11,1,0.44,0.2
23,23,7,1,0.304347826086957,0.0434782608695652
25,19,9,1,0.473684210526316,0.0526315789473684
26,15,5,1,0.333333333333333,0.0666666666666667
33,19,4,1,0.210526315789474,0.0526315789473684
36,19,9,1,0.473684210526316,0.0526315789473684
