Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
2,23,7,0,0.434782608695652,0.304347826086957
3,15,5,1,0.333333333333333,0.0666666666666667
6,25,8,1,0.32,0.2
8,17,8,1,0.470588235294118,0.0588235294117647
10,15,7,1,0.466666666666667,0.0666666666666667
12,21,7,0,0.428571428571429,0.333333333333333
15,25,11,1,0.44,0.08
16,21,4,0,0.428571428571429,0.19047619047619
20,21,4,0,0.333333333333333,0.19047619047619
23,25,2,0,0.2,0.08
32,19,6,0,0.473684210526316,0.315789473684211
34,15,3,0,0.466666666666667,0.2
