onset	duration	trial_type	rt	resp	gender
0.7258891062811017	3.007570973597467	decision	1.810534882824868	right	M
4.275380873121321	1.0002360646612942	win	n/a	n/a	n/a
11.309525419492275	3.0073433611541986	decision	2.0659329746849835	right	M
14.859000583179295	1.000358927063644	loss	n/a	n/a	n/a
17.659305897541344	3.008100156672299	decision	2.0657760007306933	right	M
21.20938993897289	1.0162301985546947	win	n/a	n/a	n/a
24.0591957741417	3.0068772695958614	decision	2.0667492388747633	right	F
27.609291286673397	1.0162739702500403	win	n/a	n/a	n/a
32.575667772907764	3.0064307996071875	decision	2.0674209063872695	right	F
36.12559695355594	1.0168463215231895	loss	n/a	n/a	n/a
43.17555752908811	3.0078100566752255	decision	2.3167987461201847	left	M
46.725545273162425	1.0	loss	n/a	n/a	n/a
51.642345468048006	3.0060033472254872	decision	1.8170329998247325	right	M
55.19238905888051	1.0164861865341663	win	n/a	n/a	n/a
60.159166431985795	3.006316691637039	decision	1.8101439573802054	left	F
63.70885290717706	1.0003571156412363	loss	n/a	n/a	n/a
66.57560709677637	3.006054967176169	decision	2.0673946430906653	right	F
70.12574124895036	1.0000235461629927	win	n/a	n/a	n/a
72.97561621339992	3.0068694204092026	decision	1.8106746496632695	right	F
76.52575368620455	1.0165806729346514	win	n/a	n/a	n/a
79.37587739387527	3.0073925661854446	decision	2.0664120465517044	left	F
82.92535376502201	1.000189274083823	loss	n/a	n/a	n/a
87.89236358040944	3.0060326289385557	decision	2.067049300763756	right	M
91.44221095368266	1.0170543119311333	loss	n/a	n/a	n/a
94.30942700896412	3.006722408346832	decision	1.8095664740540087	left	M
97.8590102433227	1.0168683580122888	win	n/a	n/a	n/a
104.92582951672375	3.0073907552286983	decision	1.8096162830479443	right	M
108.47526090871543	1.0002330457791686	win	n/a	n/a	n/a
111.32541540730745	3.006350500974804	decision	1.8100684890523553	right	F
114.8755951425992	1.0166824040934443	win	n/a	n/a	n/a
121.92554394481704	3.00703756371513	decision	1.5496602118946612	left	M
125.47543840995058	1.0001871613785625	win	n/a	n/a	n/a
130.44230302469805	3.0071537853218615	decision	1.8098638192750514	right	F
133.99257875559852	1.016176465433091	win	n/a	n/a	n/a
138.92547994758934	3.0076600261963904	decision	1.549522256013006	left	M
142.47567326715216	1.0162637066096067	win	n/a	n/a	n/a
147.45878015551716	3.0069216447882354	decision	2.0657358514145017	left	F
151.00919867213815	1.016223255544901	win	n/a	n/a	n/a
164.35907816467807	3.0066418084315956	decision	1.5490181278437376	left	M
167.90925457887352	1.000058563426137	loss	n/a	n/a	n/a
174.9592411154881	3.007401320617646	decision	1.80949372285977	right	M
178.50913558062166	1.016139636747539	win	n/a	n/a	n/a
185.5753646926023	3.0068763638846576	decision	1.549705492798239	left	M
189.125317721162	1.016600294969976	loss	n/a	n/a	n/a
194.0758537268266	3.0071492567658424	decision	2.066159983165562	right	M
197.6253669266589	1.0000054338015616	loss	n/a	n/a	n/a
200.45926224673167	3.0077539081685245	decision	1.5487564043141901	left	F
204.00880925636739	1.000108070205897	loss	n/a	n/a	n/a
206.8587898761034	3.0062566185370088	decision	1.816195905674249	right	F
210.40856902580708	1.0167777962051332	win	n/a	n/a	n/a
217.44205156480893	3.0065805283375084	decision	1.8163691810332239	left	M
220.99203055445105	1.0163892856799066	loss	n/a	n/a	n/a
228.05881541455165	3.006220091599971	decision	2.0660256491973996	left	M
231.60850883228704	1.0001778029836714	win	n/a	n/a	n/a
236.55873783305287	3.0071842740289867	decision	2.0661044381558895	left	F
240.10862988326699	1.0164261143654585	loss	n/a	n/a	n/a
242.99202300747856	3.007228951435536	decision	2.065896448213607	right	F
246.54223987320438	1.0162996291182935	win	n/a	n/a	n/a
251.52549528283998	3.006788518745452	decision	1.8093853504396975	left	F
255.07556091016158	1.0163663434796035	loss	n/a	n/a	n/a
257.8919805036858	3.006625507492572	decision	1.816471213940531	left	M
261.44214061740786	1.016463848296553	loss	n/a	n/a	n/a
264.2753141592257	3.006464004982263	decision	1.5492765312083066	left	M
267.8251672675833	1.0168366613797843	loss	n/a	n/a	n/a
270.6586079671979	3.0082121514715254	decision	2.0659079193137586	left	M
274.2083738348447	1.0166682158596814	win	n/a	n/a	n/a
281.2918459288776	3.0071338615380228	decision	2.0655514071695507	left	F
284.84204196510836	1.0165637684985995	loss	n/a	n/a	n/a
287.72505925782025	3.006770708132535	decision	2.0667374655604362	right	F
291.2750394549221	1.000228819437325	loss	n/a	n/a	n/a
296.2084438689053	3.006364387460053	decision	2.0673321560025215	left	F
299.7586220949888	1.0164167559705675	win	n/a	n/a	n/a
306.7918066852726	3.0070439032278955	decision	1.8159559168852866	left	M
310.34173556417227	1.0165372034534812	loss	n/a	n/a	n/a
317.44191964622587	3.008136381395161	decision	1.8098109913989902	right	F
320.99177818838507	1.0169770326465368	win	n/a	n/a	n/a
323.87517463369295	3.006222506519407	decision	1.8154590339399874	right	F
327.42495710402727	1.0002261027693748	loss	n/a	n/a	n/a
330.2250948785804	3.0076068961061537	decision	1.8165140799246728	right	M
333.7754756612703	1.0162754794582725	loss	n/a	n/a	n/a
340.8420926798135	3.0076147448271513	decision	2.315586424432695	right	M
344.39148301724344	1.0002279141917825	loss	n/a	n/a	n/a
347.2416559299454	3.0069949999451637	decision	1.5498259402811527	right	F
350.79152624541894	1.017171438317746	loss	n/a	n/a	n/a
355.7586033786647	3.007047827821225	decision	1.8160190084017813	left	F
359.30855459626764	1.0162715553306043	win	n/a	n/a	n/a
368.4917187197134	3.00707227922976	decision	1.8107978138141334	right	F
372.04192924592644	1.0164001528173685	loss	n/a	n/a	n/a
374.8750418093987	3.006559698842466	decision	1.7963948519900441	right	M
378.4250337793492	1.0164556978270411	win	n/a	n/a	n/a
381.224966280628	3.0068950802087784	decision	1.8106806874275208	left	M
384.7751737884246	1.0166135770268738	loss	n/a	n/a	n/a
387.59175729891285	3.0071036741137505	decision	1.5489828088320792	left	M
391.1417097239755	1.0163917005993426	loss	n/a	n/a	n/a
396.12499954737723	3.0067483694292605	decision	2.316758596803993	left	F
399.67510622926056	1.0164019642397761	loss	n/a	n/a	n/a
406.7750098714605	3.0068875327706337	decision	1.8167241835035384	right	F
410.3251144401729	1.0163379670120776	loss	n/a	n/a	n/a
417.392242227681	3.0064072529785335	decision	1.8092519226484	right	M
420.94194802222773	1.016138429287821	loss	n/a	n/a	n/a
428.02524020010605	3.0061603211797774	decision	1.5502410153858364	left	F
431.5746398959309	1.0004793740808964	win	n/a	n/a	n/a
436.54143145726994	3.0070870709605515	decision	1.5498766549862921	right	F
440.0920144948177	1.0162830264307559	win	n/a	n/a	n/a
442.9416047926061	3.0068331961520016	decision	1.809705336112529	left	F
446.49166015628725	1.0164276235736907	loss	n/a	n/a	n/a
451.4584148894064	3.007586670573801	decision	2.065704758744687	left	M
455.00844278233126	1.0161649943329394	win	n/a	n/a	n/a
459.97485368233174	3.0066502606496215	decision	2.0665530213154852	left	F
463.52476173173636	1.0166075397282839	win	n/a	n/a	n/a
466.4081454980187	3.007218083832413	decision	1.809918759856373	right	F
469.95792706264183	1.0170226152986288	win	n/a	n/a	n/a
472.80861527239904	3.0067528979852796	decision	1.548776629846543	left	F
476.3580333823338	1.0165390144102275	win	n/a	n/a	n/a
479.208073168993	3.0062560150399804	decision	2.066230319440365	right	M
482.757690213155	1.0001261830329895	win	n/a	n/a	n/a
489.8085376913659	3.007493392098695	decision	2.315805584192276	right	M
493.3578887851909	1.0000329040922225	win	n/a	n/a	n/a
500.3913369108923	3.006900815293193	decision	1.5488364002667367	left	M
503.94079788634554	1.0003942460753024	loss	n/a	n/a	n/a
