TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,6,3,3,0.750000,1.0,0.0,4.226211e-06,0.005463892,4.0268292,2.0,5.3561964,1.3293673,4.0,6.5444,7.5585175,3.531688,7.558751,8.322639
2,2,1,6,3,3,0.750000,1.0,1.0,--,--,8.339103,2.0,8.956192,0.6170893,1.0,10.856184,11.867783,3.5286806,11.867977,12.622453
3,3,1,6,3,2,0.750000,1.0,2.0,--,--,12.635966,3.0,13.139697,0.5037304,5.0,15.154109,16.166252,3.5302851,16.166449,16.92253
4,4,1,6,3,3,0.750000,1.0,3.0,--,--,16.935942,3.0,17.239748,0.30380687,7.0,19.4536,20.464403,3.5284624,20.464592,21.222464
5,5,1,6,3,1,0.750000,1.0,4.0,--,--,21.236015,3.0,21.722942,0.48692757,4.0,23.753756,24.765337,3.5293214,24.765524,25.522417
6,6,1,6,3,3,0.750000,1.0,5.0,--,--,25.536016,3.0,25.806473,0.27045783,9.0,28.053022,29.064371,3.5283554,29.064566,29.822447
7,7,1,6,3,3,0.750000,1.0,6.0,--,--,29.835999,2.0,30.289442,0.45344356,1.0,32.353573,33.36169,3.5256922,33.361874,34.122375
8,8,1,6,3,3,12,1.0,7.0,--,--,34.13592,3.0,34.489452,0.353531,7.0,36.653255,37.66168,3.5257573,37.661873,49.672493
9,9,2,4,2,3,0.750000,1.0,8.0,--,--,49.74963,2.0,51.322723,1.5730938,4.0,52.266636,53.276665,3.5270343,53.276848,54.03897
10,10,2,4,2,3,0.750000,1.0,9.0,--,--,54.113243,2.0,54.57289,0.45964795,2.0,56.63125,57.64233,3.529086,57.642517,58.406097
11,11,2,4,2,1,0.750000,1.0,10.0,--,--,58.46508,2.0,58.906033,0.44095087,6.0,60.98285,61.993988,3.528909,61.994175,62.755596
12,12,2,4,2,3,0.750000,1.0,11.0,--,--,62.813404,2.0,63.139515,0.32610953,3.0,65.33015,66.34149,3.5280874,66.34168,67.105736
13,13,2,4,2,1,0.750000,1.0,12.0,--,--,67.16428,3.0,67.48931,0.3250222,3.0,69.68134,70.69132,3.527035,70.69151,71.45586
14,14,2,4,2,3,0.750000,1.0,13.0,--,--,71.51357,3.0,71.88934,0.37576514,8.0,74.03108,75.09174,3.5781693,75.091934,75.85564
15,15,2,4,2,3,0.750000,1.0,14.0,--,--,75.91326,3.0,76.53936,0.6260947,6.0,78.430305,79.43993,3.5266714,79.44013,80.205635
16,16,2,4,2,3,12,1.0,15.0,--,--,80.26321,2.0,80.672485,0.40927872,2.0,82.78044,83.789,3.5257936,83.789185,95.80572
17,17,3,5,3,1,0.750000,1.0,16.0,--,--,95.82627,2.0,96.988945,1.162674,8.0,98.34416,99.35447,3.528202,99.35466,100.10549
18,18,3,5,3,1,0.750000,1.0,17.0,--,--,100.11904,3.0,101.23938,1.1203436,1.0,102.636116,103.64486,3.5258179,103.64505,104.40545
19,19,3,5,3,3,0.750000,1.0,18.0,--,--,104.41889,3.0,104.75596,0.33706418,7.0,106.9357,107.94521,3.526318,107.9454,108.70537
20,20,3,5,3,2,0.750000,1.0,19.0,--,--,108.71898,2.0,109.08923,0.37025595,5.0,111.2361,112.245605,3.5266283,112.245804,113.0055
21,21,3,5,3,1,0.750000,1.0,20.0,--,--,113.01898,3.0,113.5559,0.5369198,2.0,115.53666,116.546394,3.5274186,116.5466,117.30552
22,22,3,5,3,1,0.750000,1.0,21.0,--,--,117.31882,2.0,117.6559,0.33708167,8.0,119.83568,120.843994,3.5251791,120.844185,121.605415
23,23,3,5,3,1,0.750000,1.0,22.0,--,--,121.618965,3.0,121.956024,0.33706087,3.0,124.13569,125.14534,3.5263758,125.14552,125.90542
24,24,3,5,3,1,8,1.0,23.0,--,--,125.91893,3.0,126.33923,0.42030582,1.0,128.43515,129.44434,3.5254114,129.44452,137.45563
25,25,4,6,3,1,0.750000,1.0,24.0,--,--,137.47229,0.0,999.0,999.0,999.0,139.97275,140.98927,3.5169919,140.98946,141.75545
26,26,4,6,3,3,0.750000,1.0,25.0,--,--,141.76912,3.0,142.30597,0.5368464,9.0,144.28719,145.297,3.5278828,145.29724,146.05539
27,27,4,6,3,3,0.750000,1.0,26.0,--,--,146.06895,3.0,147.4724,1.4034369,6.0,148.58626,149.59525,3.5262892,149.59543,150.35535
28,28,4,6,3,3,0.750000,1.0,27.0,--,--,150.36873,2.0,150.8225,0.45376807,3.0,152.88626,153.89484,3.5261078,153.89503,154.65561
29,29,4,6,3,3,0.750000,1.0,28.0,--,--,154.6739,2.0,155.37239,0.69848496,3.0,157.19113,158.20007,3.5261781,158.20026,158.95581
30,30,4,6,3,3,0.750000,1.0,29.0,--,--,158.96938,2.0,160.1224,1.1530291,3.0,161.48643,162.49521,3.5258274,162.49539,163.25546
31,31,4,6,3,2,0.750000,1.0,30.0,--,--,163.26897,2.0,163.88899,0.620024,5.0,165.78653,166.79619,3.5272174,166.79639,167.55548
32,32,4,6,3,3,10,1.0,31.0,--,--,167.5691,0.0,999.0,999.0,999.0,170.07285,171.08957,3.5204687,171.08975,181.10529
33,33,5,2,1,2,0.750000,1.0,32.0,--,--,181.11566,3.0,181.8721,0.7564336,5.0,183.63313,184.64307,3.527398,184.64325,185.40533
34,34,5,2,1,2,0.750000,1.0,33.0,--,--,185.40877,2.0,186.5553,1.1465244,5.0,187.92645,188.93512,3.5263395,188.9353,189.68863
35,35,5,2,1,3,0.750000,1.0,34.0,--,--,189.69089,2.0,191.9391,2.2482164,1.0,192.20776,193.21689,3.525993,193.21707,193.97195
36,36,5,2,1,3,0.750000,1.0,35.0,--,--,193.97424,2.0,194.55551,0.58127874,1.0,196.49103,197.5001,3.5258648,197.50029,198.25528
37,37,5,2,1,3,0.750000,1.0,36.0,--,--,198.25757,0.0,999.0,999.0,999.0,200.77249,201.78915,3.5315788,201.78934,202.5552
38,38,5,2,1,3,0.750000,1.0,37.0,--,--,202.55759,3.0,203.02225,0.4646518,9.0,205.07481,206.08463,3.527036,206.08482,206.83835
39,39,5,2,1,3,0.750000,1.0,38.0,--,--,206.8406,3.0,207.93877,1.0981581,8.0,209.35716,210.36577,3.525148,210.36595,211.12172
40,40,5,2,1,3,8,1.0,39.0,--,--,211.12398,3.0,212.07231,0.9483342,7.0,213.64088,214.64929,3.525308,214.64949,222.65508
41,41,6,5,3,1,0.750000,1.0,40.0,--,--,222.67435,0.0,999.0,999.0,999.0,225.18893,226.20535,3.531007,226.20554,226.9717
42,42,6,5,3,1,0.750000,1.0,41.0,--,--,226.98836,3.0,227.42188,0.433526,4.0,229.50616,230.51685,3.5284948,230.51703,231.27168
43,43,6,5,3,1,0.750000,1.0,42.0,--,--,231.28514,2.0,231.60536,0.32023358,6.0,233.80223,234.81091,3.5257826,234.81111,235.57166
44,44,6,5,3,2,0.750000,1.0,43.0,--,--,235.58522,2.0,235.8717,0.28648603,5.0,238.10228,239.1122,3.5269763,239.11238,239.87161
45,45,6,5,3,1,0.750000,1.0,44.0,--,--,239.8851,2.0,240.1556,0.27049103,6.0,242.40216,243.41202,3.526916,243.41222,244.17139
46,46,6,5,3,1,0.750000,1.0,45.0,--,--,244.18497,3.0,244.45543,0.27045873,4.0,246.70215,247.71088,3.5259042,247.71106,248.47168
47,47,6,5,3,3,0.750000,1.0,46.0,--,--,248.48508,3.0,248.77199,0.28692105,9.0,251.00293,252.01286,3.5277908,252.01305,252.77165
48,48,6,5,3,1,10,1.0,47.0,--,--,252.78511,3.0,253.15543,0.37030548,4.0,255.30206,256.31268,3.527566,256.31287,266.3217
49,49,7,1,1,1,0.750000,1.0,48.0,--,--,266.32635,2.0,267.68863,1.3622648,8.0,268.84412,269.8526,3.5262446,269.85278,270.60495
50,50,7,1,1,2,0.750000,1.0,49.0,--,--,270.60727,2.0,271.2883,0.68100893,5.0,273.12442,274.1338,3.5265148,274.13397,274.88818
51,51,7,1,1,1,0.750000,1.0,50.0,--,--,274.89047,2.0,275.52194,0.6314656,9.0,277.4078,278.41745,3.526994,278.41763,279.1717
52,52,7,1,1,3,0.750000,1.0,51.0,--,--,279.17395,2.0,279.5557,0.3817531,4.0,281.69104,282.7007,3.5267684,282.7009,283.45502
