Risk_per,Money,Color,Amb,RiskisLeft,response,RT,dist
20,13,blue,100,0,No_resp,4,wide
30,13,blue,100,1,['j'],1.247136899997713,wide
40,13,blue,100,1,['j'],2.7208873000054155,wide
50,13,blue,100,0,['f'],1.0236917000001995,wide
60,13,blue,100,1,['j'],2.4904862999974284,wide
70,13,blue,100,1,['j'],2.1414789999980712,wide
80,13,blue,100,0,['j'],1.7146634999953676,wide
90,13,blue,100,1,['f'],1.4344307999999728,wide
20,13,blue,50,0,['f'],3.76779150000948,wide
30,13,blue,50,1,['j'],3.3677528999978676,wide
40,13,blue,50,1,['f'],3.8856765999953495,wide
50,13,blue,50,1,['f'],0.7131080000108341,wide
60,13,blue,50,1,['f'],1.9378479000006337,wide
70,13,blue,50,1,['f'],3.93172730000515,wide
80,13,blue,50,1,['f'],1.0556731999968179,wide
90,13,blue,50,0,['j'],1.5255505999957677,wide
20,13,red,100,0,No_resp,4,narrow
30,13,red,100,1,['f'],1.9842052000021795,narrow
40,13,red,100,0,['f'],1.417405600004713,narrow
50,13,red,100,0,['j'],1.66989229999308,narrow
60,13,red,100,1,['f'],1.0298585999989882,narrow
70,13,red,100,0,['j'],1.834937899999204,narrow
80,13,red,100,0,['j'],0.649788399998215,narrow
90,13,red,100,0,['j'],0.6257544999971287,narrow
20,13,red,50,0,['f'],2.303151899992372,narrow
30,13,red,50,0,['f'],1.4061955000070157,narrow
40,13,red,50,1,['f'],2.8426571000018157,narrow
50,13,red,50,1,['f'],0.741591600002721,narrow
60,13,red,50,1,['f'],0.7098294000024907,narrow
70,13,red,50,0,['j'],0.9621364000049653,narrow
80,13,red,50,0,['j'],1.114450000008219,narrow
90,13,red,50,1,['f'],1.0261561999941478,narrow
20,13,green,100,0,['f'],2.4575683000002755,skew
30,13,green,100,1,['j'],1.0864537000015844,skew
40,13,green,100,0,['f'],0.8446389000018826,skew
50,13,green,100,1,['j'],1.0637821999989683,skew
60,13,green,100,1,['j'],1.1253704999980982,skew
70,13,green,100,1,['f'],1.1088223999977345,skew
80,13,green,100,0,['j'],0.8435102000075858,skew
90,13,green,100,1,['j'],1.2050592000014149,skew
20,13,green,50,1,['j'],3.007262700004503,skew
30,13,green,50,0,['f'],1.6664219999947818,skew
40,13,green,50,1,['j'],0.9694989999989048,skew
50,13,green,50,0,['f'],0.5277978000085568,skew
60,13,green,50,0,['f'],2.138188800003263,skew
70,13,green,50,1,['j'],2.3997567999904277,skew
80,13,green,50,0,['j'],1.0954842999926768,skew
90,13,green,50,1,['f'],1.1146299999963958,skew
20,13,yellow,100,1,['j'],2.480433399992762,True_unkown
30,13,yellow,100,0,['f'],2.3074962999962736,True_unkown
40,13,yellow,100,1,['j'],1.070075800002087,True_unkown
50,13,yellow,100,0,['f'],0.8561021000059554,True_unkown
60,13,yellow,100,0,['f'],1.2746813999983715,True_unkown
70,13,yellow,100,1,['f'],1.2871091999986675,True_unkown
80,13,yellow,100,0,['j'],0.7501983000111068,True_unkown
90,13,yellow,100,0,['j'],0.8467343000083929,True_unkown
20,13,yellow,50,0,['f'],2.8117655999958515,True_unkown
30,13,yellow,50,0,['f'],1.2347296999942046,True_unkown
40,13,yellow,50,0,['f'],1.0435072000109358,True_unkown
50,13,yellow,50,0,['f'],1.2612289999960922,True_unkown
60,13,yellow,50,1,['j'],0.7957418000005418,True_unkown
70,13,yellow,50,0,['j'],0.9216822000016691,True_unkown
80,13,yellow,50,0,['j'],1.1375979000004008,True_unkown
90,13,yellow,50,0,['j'],0.6788890000025276,True_unkown
