Risk_per,Money,Color,Amb,RiskisLeft,response,RT,dist
20,13,green,100,1,['f'],3.2612123000144493,wide
30,13,green,100,1,['f'],2.955742400023155,wide
40,13,green,100,1,['j'],1.3383856999862473,wide
50,13,green,100,1,['f'],1.2347619000065606,wide
60,13,green,100,0,['f'],0.9744600999983959,wide
70,13,green,100,0,['f'],1.2770569999993313,wide
80,13,green,100,1,['j'],1.0000914999982342,wide
90,13,green,100,0,['f'],0.8532027000037488,wide
20,13,green,50,0,['j'],1.1709877999965101,wide
30,13,green,50,1,['j'],0.8778498999890871,wide
40,13,green,50,1,['j'],1.0455827999976464,wide
50,13,green,50,0,['f'],0.395029200008139,wide
60,13,green,50,0,['f'],0.6012754999974277,wide
70,13,green,50,0,['j'],0.9395679000008386,wide
80,13,green,50,1,['f'],0.38953030001721345,wide
90,13,green,50,0,['f'],0.5056912000000011,wide
20,13,red,100,1,['j'],0.5037440000160132,narrow
30,13,red,100,0,['j'],1.2741652999829967,narrow
40,13,red,100,0,['j'],1.3899744999944232,narrow
50,13,red,100,1,['f'],0.8165444000042044,narrow
60,13,red,100,1,['f'],0.7736318999959622,narrow
70,13,red,100,0,['j'],0.8251805000181776,narrow
80,13,red,100,0,['f'],0.7375530000135768,narrow
90,13,red,100,0,['j'],0.797383799974341,narrow
20,13,red,50,0,['j'],1.0525403000065126,narrow
30,13,red,50,0,['j'],0.7533875999797601,narrow
40,13,red,50,0,['j'],0.9381218999915291,narrow
50,13,red,50,0,['j'],0.678138699993724,narrow
60,13,red,50,0,['j'],0.6793818000005558,narrow
70,13,red,50,0,['j'],0.6734388999757357,narrow
80,13,red,50,0,['j'],0.8132974999898579,narrow
90,13,red,50,0,['j'],1.1433051999774761,narrow
20,13,blue,100,1,['j'],1.6892404000100214,skew
30,13,blue,100,1,['f'],0.7809650000126567,skew
40,13,blue,100,1,['f'],0.7677356000058353,skew
50,13,blue,100,0,['f'],0.9388778999855276,skew
60,13,blue,100,1,['f'],0.7828437999996822,skew
70,13,blue,100,0,['f'],0.5240620000113267,skew
80,13,blue,100,0,['j'],0.8016295999987051,skew
90,13,blue,100,0,['j'],0.8956375000125263,skew
20,13,blue,50,0,['j'],2.196305699995719,skew
30,13,blue,50,0,['f'],0.7339765000215266,skew
40,13,blue,50,1,['j'],0.9045413999992888,skew
50,13,blue,50,0,['f'],0.8293900999997277,skew
60,13,blue,50,1,['j'],0.45866810000734404,skew
70,13,blue,50,0,['j'],0.46264320000773296,skew
80,13,blue,50,0,['j'],1.039588800020283,skew
90,13,blue,50,0,['j'],0.7406313999963459,skew
20,13,yellow,100,0,['j'],1.9991812000225764,True_unkown
30,13,yellow,100,0,['j'],1.0933331999985967,True_unkown
40,13,yellow,100,0,['j'],0.7469720999943092,True_unkown
50,13,yellow,100,1,['f'],1.157967400009511,True_unkown
60,13,yellow,100,1,['j'],0.4955996999924537,True_unkown
70,13,yellow,100,1,['f'],0.8675799999909941,True_unkown
80,13,yellow,100,0,['j'],0.8623729999817442,True_unkown
90,13,yellow,100,1,['f'],0.7947891000076197,True_unkown
20,13,yellow,50,1,['j'],1.0705815999826882,True_unkown
30,13,yellow,50,1,['f'],2.33652440001606,True_unkown
40,13,yellow,50,0,['j'],1.2718727999890689,True_unkown
50,13,yellow,50,1,['f'],0.7627153999928851,True_unkown
60,13,yellow,50,0,['j'],0.9037673999846447,True_unkown
70,13,yellow,50,1,['f'],0.9992426999961026,True_unkown
80,13,yellow,50,1,['f'],0.8092587999999523,True_unkown
90,13,yellow,50,0,['f'],0.7910551000095438,True_unkown
