duration	onset	resp	rt	trial_type
0.6526685149947298	0.0003189570052199997	999	999	fixation_1
2.5168280600046273	0.6532875810007681	2	1.0666414450024604	face
0.6526685149947298	3.1701529160054633	999	999	fixation_2
1.0013964879981359	3.720670008005982	999	999	feedback win
5.317205605002528	4.72206857400306	999	999	ITI
0.5837781950031058	10.042418855002325	999	999	fixation_1
2.517631985996559	10.626606328005437	3	1.0671049800002947	face
0.5837781950031058	13.144279702006315	999	999	fixation_2
1.0003763569984585	13.695324017004168	999	999	feedback loss
1.1175862890013377	14.6957023280047	999	999	ITI
