LotisLeft,Lot_per,Lot_mon,Lot_color,Sure_mon,dist,response,RT
0,80,13,blue,5,Skew,['f'],3.8951093000359833
0,80,13,blue,5,Skew,['j'],3.5257397000677884
0,80,13,blue,5,Skew,['j'],2.3418640999589115
1,70,13,blue,5,Skew,['f'],3.4902682001702487
1,70,13,blue,5,Skew,['f'],2.233363199979067
1,60,13,blue,5,Skew,['f'],2.805244500050321
1,90,13,blue,5,Skew,['f'],0.9770203998778015
1,80,13,blue,5,Skew,['f'],0.9250517999753356
0,80,13,blue,5,Skew,['j'],3.0855549999978393
1,70,13,blue,5,Skew,['f'],1.206213700119406
1,90,13,blue,5,Skew,['f'],1.078038200037554
1,100,13,blue,5,Skew,['f'],1.0424720000009984
0,90,13,blue,5,Skew,['j'],1.0169488000683486
0,70,13,blue,5,Skew,['j'],1.2426427998580039
0,80,13,blue,5,Skew,['j'],0.6938257999718189
1,80,13,blue,5,Skew,['f'],1.0004799000453204
0,60,13,blue,5,Skew,['f'],1.2673549000173807
0,80,13,blue,5,Skew,['j'],0.8110797998961061
1,100,13,blue,5,Skew,['f'],0.8804942998103797
0,90,13,blue,5,Skew,['j'],0.8997689997777343
0,50,13,green,5,Narrow,['f'],1.5692676999606192
1,40,13,green,5,Narrow,['j'],2.160148900002241
1,50,13,green,5,Narrow,['j'],0.9953102001454681
1,60,13,green,5,Narrow,['j'],1.3870218000374734
1,40,13,green,5,Narrow,['j'],1.3929814998991787
1,50,13,green,5,Narrow,['j'],0.914365699980408
1,40,13,green,5,Narrow,['j'],0.8188682000618428
0,50,13,green,5,Narrow,['f'],1.564948899904266
0,40,13,green,5,Narrow,['f'],1.208135699853301
0,70,13,green,5,Narrow,['j'],3.0940555999986827
1,50,13,green,5,Narrow,['j'],1.59028789983131
1,60,13,green,5,Narrow,['j'],1.783109299838543
0,50,13,green,5,Narrow,['f'],1.0526117999106646
0,70,13,green,5,Narrow,['f'],1.1619860001374036
0,50,13,green,5,Narrow,['f'],0.9916503999847919
1,60,13,green,5,Narrow,['j'],1.322584800189361
0,60,13,green,5,Narrow,['f'],1.083373999921605
0,30,13,green,5,Narrow,['f'],1.1146249999292195
1,30,13,green,5,Narrow,['j'],1.1760457002092153
0,50,13,green,5,Narrow,['f'],1.2923802000004798
0,100,13,red,5,wide,['j'],2.2915405998937786
1,90,13,red,5,wide,['f'],1.890621499856934
1,10,13,red,5,wide,['j'],2.2873398999217898
0,10,13,red,5,wide,['f'],1.2997197001241148
1,90,13,red,5,wide,['f'],1.5438822000287473
0,0,13,red,5,wide,['f'],1.3359735000412911
1,0,13,red,5,wide,['j'],1.2056730000767857
0,90,13,red,5,wide,['j'],1.3868338000029325
1,0,13,red,5,wide,['j'],1.2003707999829203
0,0,13,red,5,wide,['f'],1.0270549000706524
0,20,13,red,5,wide,['f'],1.1057072998955846
1,10,13,red,5,wide,['j'],0.9660648999270052
0,20,13,red,5,wide,['f'],1.1668368999380618
0,80,13,red,5,wide,['j'],1.6594352999236435
1,100,13,red,5,wide,['f'],1.5002045000437647
1,90,13,red,5,wide,['f'],1.4157867999747396
0,80,13,red,5,wide,['j'],0.9099495999980718
1,100,13,red,5,wide,['f'],0.6265116999857128
0,10,13,red,5,wide,['f'],0.9490223000757396
1,100,13,red,5,wide,['f'],0.9815300002228469
