Risk_per,Money,Color,Amb,RiskisLeft,response,RT,dist
20,13,red,100,1,No_resp,4,wide
30,13,red,100,1,['f'],1.5194332001265138,wide
40,13,red,100,0,['j'],2.766243000049144,wide
50,13,red,100,1,['f'],2.038270100019872,wide
60,13,red,100,0,['j'],1.5967750002164394,wide
70,13,red,100,1,['f'],1.6219294001348317,wide
80,13,red,100,0,['j'],2.517085700063035,wide
90,13,red,100,0,['j'],3.451233899919316,wide
20,13,red,50,0,['f'],3.288458399940282,wide
30,13,red,50,1,['j'],2.711572399828583,wide
40,13,red,50,1,['j'],3.2280731999780983,wide
50,13,red,50,0,['f'],3.059376699849963,wide
60,13,red,50,1,['f'],1.6074041000101715,wide
70,13,red,50,1,['f'],1.6081230998970568,wide
80,13,red,50,0,['j'],1.6080491000320762,wide
90,13,red,50,1,['f'],1.5165327000431716,wide
20,13,green,100,1,['j'],2.1549175998661667,narrow
30,13,green,100,0,No_resp,4,narrow
40,13,green,100,1,['f'],1.741575799882412,narrow
50,13,green,100,1,['f'],1.3904931000433862,narrow
60,13,green,100,1,['f'],1.176059199962765,narrow
70,13,green,100,1,['f'],1.0524681999813765,narrow
80,13,green,100,1,['f'],0.7870419998653233,narrow
90,13,green,100,0,['j'],1.3021697998046875,narrow
20,13,green,50,0,['f'],1.645475500030443,narrow
30,13,green,50,0,['f'],1.5483849998563528,narrow
40,13,green,50,0,['j'],1.6633137001190335,narrow
50,13,green,50,1,['f'],1.795105200028047,narrow
60,13,green,50,0,['j'],1.3623108000028878,narrow
70,13,green,50,1,['f'],2.0495183002203703,narrow
80,13,green,50,0,['j'],1.3481397000141442,narrow
90,13,green,50,1,['f'],2.9834851000923663,narrow
20,13,blue,100,0,['f'],3.030909900087863,skew
30,13,blue,100,0,['f'],1.3390995999798179,skew
40,13,blue,100,1,['j'],1.9699266001116484,skew
50,13,blue,100,1,['j'],0.6783731000032276,skew
60,13,blue,100,0,['f'],1.1511532999575138,skew
70,13,blue,100,0,['f'],1.0825107998680323,skew
80,13,blue,100,0,['j'],1.1553052000235766,skew
90,13,blue,100,1,['f'],2.007342299912125,skew
20,13,blue,50,1,['j'],1.0234081998933107,skew
30,13,blue,50,0,['f'],2.2855082999449223,skew
40,13,blue,50,1,['j'],2.3329529999755323,skew
50,13,blue,50,0,['f'],1.2528504999354482,skew
60,13,blue,50,1,['f'],1.1115502000320703,skew
70,13,blue,50,0,['j'],1.7851683001499623,skew
80,13,blue,50,1,['f'],1.9353398999664932,skew
90,13,blue,50,1,['f'],1.7470099001657218,skew
20,13,yellow,100,1,['j'],2.980887799989432,True_unkown
30,13,yellow,100,1,['j'],2.933914699824527,True_unkown
40,13,yellow,100,0,['f'],0.9411212999839336,True_unkown
50,13,yellow,100,0,['f'],1.0405572999734432,True_unkown
60,13,yellow,100,1,['j'],0.8903164998628199,True_unkown
70,13,yellow,100,0,['f'],2.3528993998188525,True_unkown
80,13,yellow,100,1,['j'],3.1635230001993477,True_unkown
90,13,yellow,100,1,['f'],0.9051910999696702,True_unkown
20,13,yellow,50,0,['f'],1.2589201999362558,True_unkown
30,13,yellow,50,1,['j'],1.1319661000743508,True_unkown
40,13,yellow,50,0,['f'],1.493989699985832,True_unkown
50,13,yellow,50,1,['j'],1.617246399866417,True_unkown
60,13,yellow,50,0,['f'],1.4736506000626832,True_unkown
70,13,yellow,50,1,['j'],1.2221397999674082,True_unkown
80,13,yellow,50,0,['j'],1.0925978000741452,True_unkown
90,13,yellow,50,0,['j'],1.0445318999700248,True_unkown
