TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,4,2,3,0.750000,1.0,0.0,4.0727663,0.0,999.0,999.0,999.0,6.5840707,7.6007423,3.527976,7.6009674,8.366753
2,2,1,4,2,3,0.750000,1.0,1.0,8.412212,3.0,9.301407,0.8891947,9.0,10.929144,11.941092,3.52888,11.941279,12.70337
3,3,1,4,2,3,0.750000,1.0,2.0,12.748266,2.0,14.438913,1.6906468,3.0,15.265561,16.27847,3.5302022,16.278662,17.040762
4,4,1,4,2,3,0.750000,1.0,3.0,17.08699,3.0,18.759735,1.6727455,6.0,19.604965,20.615995,3.5290053,20.61618,21.378056
5,5,1,4,2,3,0.750000,1.0,4.0,21.421679,2.0,22.912878,1.4911997,1.0,23.938553,24.948553,3.5268755,24.948738,25.714693
6,6,1,4,2,3,0.750000,1.0,5.0,25.759651,3.0,27.632551,1.8728997,6.0,28.277945,29.286102,3.5264513,29.286287,30.0509
7,7,1,4,2,2,0.750000,1.0,6.0,30.098568,3.0,31.78613,1.6875626,5.0,32.61548,33.6285,3.5299346,33.628685,34.387367
8,8,1,4,2,2,8,1.0,7.0,34.433598,0.0,999.0,999.0,999.0,36.939613,37.956432,3.522835,37.95665,45.961548
9,9,2,2,1,1,0.750000,1.0,8.0,45.970776,0.0,999.0,999.0,999.0,48.48179,49.498093,3.5273168,49.498283,50.248592
10,10,2,2,1,3,0.750000,1.0,9.0,50.250824,0.0,999.0,999.0,999.0,52.7675,53.78474,3.5339146,53.78492,54.55135
11,11,2,2,1,3,0.750000,1.0,10.0,54.5535,0.0,999.0,999.0,999.0,57.054165,58.06982,3.5163178,58.069992,58.82133
12,12,2,2,1,3,0.750000,1.0,11.0,58.823463,0.0,999.0,999.0,999.0,61.340103,62.356697,3.5332332,62.35688,63.10701
13,13,2,2,1,3,0.750000,1.0,12.0,63.109272,0.0,999.0,999.0,999.0,65.60998,66.627335,3.5180593,66.62752,67.39349
14,14,2,2,1,3,0.750000,1.0,13.0,67.3959,0.0,999.0,999.0,999.0,69.91297,70.929825,3.5339265,70.93001,71.68039
15,15,2,2,1,3,0.750000,1.0,14.0,71.68258,0.0,999.0,999.0,999.0,74.199394,75.216324,3.533746,75.21651,75.9832
16,16,2,2,1,1,12,1.0,15.0,75.9853,0.0,999.0,999.0,999.0,78.50239,79.51881,3.5335076,79.51899,91.527725
17,17,3,3,2,1,0.750000,1.0,16.0,91.5888,0.0,999.0,999.0,999.0,94.096634,95.11325,3.5244522,95.113434,95.864204
18,18,3,3,2,1,0.750000,1.0,17.0,95.92434,0.0,999.0,999.0,999.0,98.43331,99.44968,3.5253348,99.449844,100.20031
19,19,3,3,2,1,0.750000,1.0,18.0,100.24531,0.0,999.0,999.0,999.0,102.752525,103.7691,3.5237896,103.76929,104.519806
20,20,3,3,2,1,0.750000,1.0,19.0,104.56512,0.0,999.0,999.0,999.0,107.07274,108.08918,3.524065,108.08936,108.8407
21,21,3,3,2,3,0.750000,1.0,20.0,108.883766,0.0,999.0,999.0,999.0,111.392586,112.408806,3.5250447,112.40898,113.159805
22,22,3,3,2,2,0.750000,1.0,21.0,113.20293,0.0,999.0,999.0,999.0,115.71219,116.72923,3.5263088,116.729416,117.47998
23,23,3,3,2,1,0.750000,1.0,22.0,117.52614,0.0,999.0,999.0,999.0,120.03171,121.04878,3.5226436,121.04905,121.79924
24,24,3,3,2,1,8,1.0,23.0,121.843575,0.0,999.0,999.0,999.0,124.351814,125.36855,3.5249784,125.36875,133.37424
25,25,4,6,3,1,0.750000,1.0,24.0,133.70238,0.0,999.0,999.0,999.0,136.20966,137.22655,3.5241737,137.22673,137.97745
26,26,4,6,3,3,0.750000,1.0,25.0,138.26512,0.0,999.0,999.0,999.0,140.77994,141.79633,3.531208,141.7966,142.54709
27,27,4,6,3,3,0.750000,1.0,26.0,142.8294,0.0,999.0,999.0,999.0,145.3337,146.34956,3.5201576,146.34975,147.10023
28,28,4,6,3,3,0.750000,1.0,27.0,147.38414,0.0,999.0,999.0,999.0,149.88637,150.90343,3.5192866,150.90361,151.65385
29,29,4,6,3,3,0.750000,1.0,28.0,151.92377,0.0,999.0,999.0,999.0,154.43956,155.45622,3.5324597,155.45642,156.2071
30,30,4,6,3,3,0.750000,1.0,29.0,156.48766,0.0,999.0,999.0,999.0,158.99312,160.01009,3.5224392,160.01027,160.7768
31,31,4,6,3,3,0.750000,1.0,30.0,161.06798,0.0,999.0,999.0,999.0,163.58012,164.59592,3.527934,164.5961,165.34676
32,32,4,6,3,1,10,1.0,31.0,165.63106,0.0,999.0,999.0,999.0,168.1329,169.14984,3.5187829,169.15002,179.1566
33,33,5,1,1,1,0.750000,1.0,32.0,179.16034,0.0,999.0,999.0,999.0,181.6758,182.69232,3.5319886,182.69254,183.44298
34,34,5,1,1,1,0.750000,1.0,33.0,183.4452,0.0,999.0,999.0,999.0,185.96152,186.97783,3.5326247,186.97801,187.72954
35,35,5,1,1,3,0.750000,1.0,34.0,187.73172,0.0,999.0,999.0,999.0,190.24847,191.2654,3.533669,191.26558,192.0157
36,36,5,1,1,1,0.750000,1.0,35.0,192.018,0.0,999.0,999.0,999.0,194.53474,195.55196,3.5339572,195.55212,196.3022
