TrialNumber,nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option,ran,order,cue_Onset,endowment_onset,endowment_offset,ISI_onset,ISI_offset,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,2,17,1,1.5,8,3,1.0,0.0,4.0068855,5.01312,6.0248427,6.025029,7.530507,7.5306644,999.0,999.0,999.0,10.546525,3.5327573,11.0636425,12.068792
2,2,3,23,5,1.5,1,0,1.0,1.0,12.070283,13.076293,14.085893,14.08595,15.591218,15.591372,2.0,1.4601173,17.051489,19.107807,3.5170105,19.108511,24.113981
3,3,1,17,3,1.5,3,5,1.0,2.0,24.116325,25.122198,26.130636,26.130758,27.636257,27.636381,999.0,999.0,999.0,30.644201,3.5248291,31.161396,34.166653
4,4,1,23,3,1.5,1,4,1.0,3.0,34.16806,35.17386,36.18236,36.182487,37.688034,37.688164,2.0,1.5119597,39.200123,41.205853,3.518252,41.206543,44.211967
5,5,2,23,1,3,7,1,1.0,4.0,44.214058,45.21951,46.22544,46.225594,49.23198,49.23212,3.0,1.7098187,50.94194,52.74945,3.5178945,52.75014,53.75558
6,6,3,15,5,3,1,0,1.0,5.0,53.75779,54.76248,55.77037,55.770424,58.77577,58.77592,3.0,2.4901097,61.26603,62.29207,3.5167518,62.2928,67.298
7,7,3,15,3,1.5,1,0,1.0,6.0,67.30027,68.305786,69.31235,69.3124,70.81782,70.81796,3.0,2.540001,73.35796,74.33448,3.517097,74.33519,77.34109
8,8,3,23,1,4.5,0,10,1.0,7.0,77.34337,78.34881,79.35693,79.356995,83.862274,83.862434,3.0,2.5547626,86.41719,87.379875,3.5180073,87.38057,88.38584
9,9,2,17,1,3,3,8,1.0,8.0,88.38711,89.39298,90.401245,90.4014,93.40678,93.406906,999.0,999.0,999.0,96.40741,3.5175664,96.92463,97.92968
10,10,3,21,3,3,0,9,1.0,9.0,97.93197,98.937386,99.94577,99.94583,102.95123,102.951385,--,--,--,--,--,--,--
11,11,2,25,1,3,2,5,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
12,12,1,21,1,1.5,1,9,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
13,13,1,21,5,3,7,4,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
14,14,3,21,3,4.5,1,0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
15,15,3,25,1,4.5,8,0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
16,16,1,17,1,3,8,3,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,17,2,21,3,1.5,9,7,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
18,18,3,19,1,4.5,4,0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
19,19,3,21,1,1.5,1,0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
20,20,2,23,1,1.5,4,1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
21,21,2,15,3,1.5,3,5,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
22,22,1,21,1,1.5,4,9,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
23,23,3,19,3,1.5,1,0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
24,24,1,17,8,1.5,8,5,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
25,25,2,25,1,1.5,8,2,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
26,26,1,23,1,1.5,4,1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
27,27,2,25,1,1.5,5,2,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
28,28,2,19,3,1.5,1,4,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
29,29,1,23,3,4.5,7,4,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
30,30,3,21,1,3,0,4,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
31,31,1,21,8,1.5,9,7,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
32,32,2,21,1,3,1,7,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
33,33,1,25,5,3,11,2,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
34,34,2,19,1,1.5,6,9,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
35,35,3,21,5,4.5,0,9,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
36,36,1,17,8,1.5,5,8,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
