Risk_per,Money,Color,Amb,RiskisLeft,response,RT,dist
20,13,green,100,0,['f'],3.8988262000493705,wide
30,13,green,100,0,['f'],2.124678400112316,wide
40,13,green,100,1,['j'],2.442778900032863,wide
50,13,green,100,1,['f'],2.3146244001109153,wide
60,13,green,100,1,['f'],2.457660600077361,wide
70,13,green,100,1,['f'],1.4561277001630515,wide
80,13,green,100,1,['f'],0.727847500005737,wide
90,13,green,100,1,['f'],0.7673181998543441,wide
20,13,green,50,0,['f'],4.128105700016022,wide
30,13,green,50,0,['f'],1.4187392999883741,wide
40,13,green,50,0,['f'],0.9944611000828445,wide
50,13,green,50,0,['f'],3.1562636999879032,wide
60,13,green,50,0,['f'],1.5361808999441564,wide
70,13,green,50,1,['f'],1.8468979001045227,wide
80,13,green,50,0,['j'],0.7640694999136031,wide
90,13,green,50,1,['f'],1.3460313000250608,wide
20,13,blue,100,1,['j'],3.3249330001417547,narrow
30,13,blue,100,0,['f'],2.450874099973589,narrow
40,13,blue,100,0,['j'],1.9030804000794888,narrow
50,13,blue,100,1,['j'],2.823157399892807,narrow
60,13,blue,100,1,['f'],0.6793110000435263,narrow
70,13,blue,100,1,['f'],0.9114951000083238,narrow
80,13,blue,100,1,['f'],0.7086235999595374,narrow
90,13,blue,100,0,['j'],0.8580851999577135,narrow
20,13,blue,50,1,['j'],2.5444271001033485,narrow
30,13,blue,50,1,['j'],1.5215715998783708,narrow
40,13,blue,50,0,['f'],0.8364862001035362,narrow
50,13,blue,50,1,['j'],0.7777927001006901,narrow
60,13,blue,50,1,['f'],2.5520744998939335,narrow
70,13,blue,50,0,['j'],0.968844800023362,narrow
80,13,blue,50,1,['f'],0.7484917000401765,narrow
90,13,blue,50,1,['f'],0.691613599890843,narrow
20,13,red,100,1,['j'],0.9431819999590516,skew
30,13,red,100,1,['j'],0.6887652000878006,skew
40,13,red,100,1,['j'],0.652857500128448,skew
50,13,red,100,0,['f'],0.6193490999285132,skew
60,13,red,100,1,['j'],0.6661171999294311,skew
70,13,red,100,1,['j'],0.8524364000186324,skew
80,13,red,100,1,['j'],2.1759723001159728,skew
90,13,red,100,0,['j'],1.9384220000356436,skew
20,13,red,50,0,['f'],1.463252300163731,skew
30,13,red,50,0,['f'],0.4737680999096483,skew
40,13,red,50,0,['f'],1.09605579986237,skew
50,13,red,50,1,['j'],1.3391066000331193,skew
60,13,red,50,0,['f'],0.7676467997953296,skew
70,13,red,50,0,['f'],0.7014409999828786,skew
80,13,red,50,0,['j'],0.7431571001652628,skew
90,13,red,50,1,['f'],0.8703268000390381,skew
20,13,yellow,100,1,['f'],1.1283028998877853,True_unkown
30,13,yellow,100,1,['f'],1.1578899999149144,True_unkown
40,13,yellow,100,1,['f'],1.4097697001416236,True_unkown
50,13,yellow,100,1,['f'],0.5163331001531333,True_unkown
60,13,yellow,100,1,['f'],0.5580836997833103,True_unkown
70,13,yellow,100,1,['f'],0.4642084001097828,True_unkown
80,13,yellow,100,0,['j'],1.5241292000282556,True_unkown
90,13,yellow,100,1,['f'],1.5356974001042545,True_unkown
20,13,yellow,50,1,['j'],1.88343509985134,True_unkown
30,13,yellow,50,1,['f'],1.2839881998952478,True_unkown
40,13,yellow,50,0,['j'],0.5268491997849196,True_unkown
50,13,yellow,50,1,['f'],0.908940700115636,True_unkown
60,13,yellow,50,1,['f'],0.8780361998360604,True_unkown
70,13,yellow,50,1,['f'],0.5892843999899924,True_unkown
80,13,yellow,50,0,['j'],0.8536324000451714,True_unkown
90,13,yellow,50,1,['f'],1.0405621000099927,True_unkown
