TrialNumber,nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option,ran,order,cue_Onset,endowment_onset,endowment_offset,ISI_onset,ISI_offset,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,3,19,1,3,0,9,1.0,0.0,4.0083714,5.014799,6.0272174,6.027273,9.03254,9.032727,999.0,999.0,999.0,12.039405,3.5236638,12.556591,13.562164
2,2,3,17,1,1.5,3,0,1.0,1.0,13.563631,14.569371,15.579038,15.579095,17.083916,17.084068,3.0,2.9944355,20.078505,20.600927,3.5174627,20.601665,21.606913
3,3,3,17,1,3,0,3,1.0,2.0,21.60826,22.613972,23.620142,23.6202,26.625778,26.625973,3.0,1.7750382,28.40101,30.1426,3.5172195,30.143324,31.148647
4,4,3,17,3,1.5,0,8,1.0,3.0,31.15004,32.155827,33.161945,33.162006,34.667503,34.667656,3.0,1.4555343,36.12319,38.184456,3.5173948,38.18518,41.190582
5,5,3,15,5,4.5,1,0,1.0,4.0,41.192986,42.198544,43.20759,43.207645,47.71294,47.713097,3.0,1.8028727,49.51597,51.230537,3.5180366,51.231262,56.236652
6,6,1,15,5,1.5,7,5,1.0,5.0,56.23904,57.244404,58.252472,58.252594,59.75781,59.75793,3.0,1.950072,61.708004,63.274597,3.5172346,63.275295,68.28068
7,7,2,25,3,1.5,2,5,1.0,6.0,68.282,69.28819,70.29702,70.29717,71.80269,71.80281,2.0,1.1634582,72.96627,75.31925,3.5172045,75.320145,78.32516
8,8,1,25,8,1.5,5,2,1.0,7.0,78.327545,79.33309,80.33955,80.33967,81.8452,81.84532,2.0,2.6452053,84.49053,85.36252,3.51776,85.36321,93.36868
9,9,2,21,5,1.5,9,1,1.0,8.0,93.37077,94.3775,95.38631,95.38646,96.89198,96.89211,3.0,1.0912094,97.98332,100.4093,3.5177677,100.41001,105.41507
10,10,1,19,3,1.5,6,4,1.0,9.0,105.417656,106.4234,107.43126,107.43138,108.936905,108.93703,--,--,--,--,--,--,--
11,11,1,23,1,3,4,1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
12,12,1,17,3,1.5,5,1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
13,13,2,15,1,1.5,3,7,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
14,14,3,23,1,1.5,0,4,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
15,15,3,21,3,3,0,4,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
16,16,2,21,3,1.5,9,4,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,17,1,19,1,4.5,9,4,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
18,18,1,15,1,3,1,5,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
19,19,2,21,1,3,4,1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
20,20,3,21,1,3,9,0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
21,21,2,21,8,1.5,7,9,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
22,22,3,21,1,4.5,0,4,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
23,23,3,25,3,3,0,11,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
24,24,1,23,1,1.5,7,4,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
25,25,2,15,3,1.5,7,5,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
26,26,1,25,1,3,11,2,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
27,27,2,23,5,4.5,1,10,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
28,28,1,19,3,4.5,4,6,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
29,29,1,19,3,4.5,6,1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
30,30,2,21,1,1.5,9,4,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
31,31,2,23,1,1.5,4,7,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
32,32,2,15,5,1.5,1,5,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
33,33,3,19,1,3,6,0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
34,34,3,25,1,1.5,5,0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
35,35,1,25,1,1.5,11,8,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
36,36,2,25,8,1.5,2,11,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
