Risk_per,Money,Color,Amb,RiskisLeft,response,RT,dist
20,13,blue,100,1,['j'],3.689351400000305,wide
30,13,blue,100,1,['j'],2.837672799999382,wide
40,13,blue,100,0,['j'],2.0368249000002834,wide
50,13,blue,100,0,['j'],1.6490175999997518,wide
60,13,blue,100,1,['f'],1.3632360999999946,wide
70,13,blue,100,0,['j'],1.4161801000000196,wide
80,13,blue,100,1,['f'],0.8743999999996959,wide
90,13,blue,100,0,['j'],0.9173253999997542,wide
20,13,blue,50,1,['j'],2.128022500000043,wide
30,13,blue,50,1,['j'],2.0586358000000473,wide
40,13,blue,50,1,['f'],3.341409999999996,wide
50,13,blue,50,1,['f'],1.7049395999993067,wide
60,13,blue,50,0,['j'],1.9703286000003573,wide
70,13,blue,50,0,['j'],1.3248577000003934,wide
80,13,blue,50,1,['f'],1.503381300000001,wide
90,13,blue,50,0,['j'],1.323008999999729,wide
20,13,green,100,0,['f'],2.703228099999251,narrow
30,13,green,100,1,['j'],2.7059040000003733,narrow
40,13,green,100,0,['f'],2.244375199999922,narrow
50,13,green,100,1,['f'],1.1276764999993247,narrow
60,13,green,100,1,['f'],1.3766728999999032,narrow
70,13,green,100,0,['j'],1.306681000000026,narrow
80,13,green,100,1,['f'],1.3007434999999532,narrow
90,13,green,100,1,['f'],0.9666373999998541,narrow
20,13,green,50,1,['j'],2.0504633000000467,narrow
30,13,green,50,1,['j'],1.653787199999897,narrow
40,13,green,50,1,['j'],2.0806086000002324,narrow
50,13,green,50,0,['j'],1.6681277999996382,narrow
60,13,green,50,0,['j'],1.8946230999999898,narrow
70,13,green,50,1,['f'],1.9763843000000634,narrow
80,13,green,50,0,['j'],1.3851694999993924,narrow
90,13,green,50,0,['j'],0.8604406000004019,narrow
20,13,red,100,1,['j'],2.151422900000398,skew
30,13,red,100,1,['j'],0.9058930999999575,skew
40,13,red,100,0,['f'],1.4052047999994102,skew
50,13,red,100,1,['j'],2.024620000000141,skew
60,13,red,100,0,['f'],2.9866861000000426,skew
70,13,red,100,1,['f'],1.1244628000004013,skew
80,13,red,100,0,['j'],0.919329999999718,skew
90,13,red,100,0,['j'],0.5770968999995603,skew
20,13,red,50,1,['j'],3.234883799999807,skew
30,13,red,50,1,['j'],2.3476619000002756,skew
40,13,red,50,1,['j'],1.2269852999997966,skew
50,13,red,50,1,['j'],2.037721700000475,skew
60,13,red,50,1,['f'],0.7836118000004717,skew
70,13,red,50,1,['f'],1.6528607999998712,skew
80,13,red,50,1,['f'],1.1587564000001294,skew
90,13,red,50,0,['j'],1.0329921000002287,skew
20,13,yellow,100,1,['j'],2.667722400000457,True_unkown
30,13,yellow,100,0,['f'],0.9577256000002308,True_unkown
40,13,yellow,100,1,['j'],0.9678581999996823,True_unkown
50,13,yellow,100,0,['j'],1.1474471999999878,True_unkown
60,13,yellow,100,1,['j'],0.8700466999998753,True_unkown
70,13,yellow,100,0,['j'],0.6240563000001202,True_unkown
80,13,yellow,100,1,['f'],1.0592330999998012,True_unkown
90,13,yellow,100,1,['f'],0.6054547000003367,True_unkown
20,13,yellow,50,0,['f'],1.7747717000002012,True_unkown
30,13,yellow,50,1,['j'],1.3375567000002775,True_unkown
40,13,yellow,50,1,['j'],1.532774999999674,True_unkown
50,13,yellow,50,0,No_resp,4,True_unkown
60,13,yellow,50,1,['f'],0.8739188999998078,True_unkown
70,13,yellow,50,1,['f'],0.8519625999997515,True_unkown
80,13,yellow,50,0,['j'],0.9669695000002321,True_unkown
90,13,yellow,50,0,['j'],1.2647484999997687,True_unkown
