LotisLeft,Lot_per,Lot_mon,Lot_color,Sure_mon,dist,response,RT
0,20,13,blue,5,wide,['f'],2.4640879999997196
1,80,13,blue,5,wide,['f'],1.830579399999806
0,90,13,blue,5,wide,['j'],2.3399027000004935
1,10,13,blue,5,wide,['j'],2.0646260000003167
0,100,13,blue,5,wide,['j'],1.3328578999999081
0,80,13,blue,5,wide,['j'],1.449473399999988
0,10,13,blue,5,wide,['f'],3.0144118999996863
0,10,13,blue,5,wide,['f'],2.1153238999995665
1,0,13,blue,5,wide,['j'],1.232141400000728
0,90,13,blue,5,wide,['j'],1.1543455000000904
1,0,13,blue,5,wide,['j'],0.9267342000002827
1,0,13,blue,5,wide,['j'],0.915220999999292
1,90,13,blue,5,wide,['f'],1.0168948000000455
1,100,13,blue,5,wide,['f'],0.7647256000000198
1,100,13,blue,5,wide,['f'],0.7839894999997341
1,100,13,blue,5,wide,['f'],0.6938173999997161
0,0,13,blue,5,wide,['f'],0.8910920999996961
1,90,13,blue,5,wide,['f'],0.9042038000006869
0,10,13,blue,5,wide,['f'],0.9887346000004982
0,20,13,blue,5,wide,['f'],1.169986400000198
1,40,13,green,5,Narrow,['j'],1.6055153999996037
0,50,13,green,5,Narrow,['j'],1.595183299999917
0,40,13,green,5,Narrow,['f'],1.128464599999461
0,40,13,green,5,Narrow,['f'],1.4052836999999272
0,50,13,green,5,Narrow,['f'],1.5710471000002144
1,50,13,green,5,Narrow,['f'],1.3853540000000066
0,60,13,green,5,Narrow,['j'],1.0131836999998995
0,60,13,green,5,Narrow,['j'],0.9155927000001611
1,50,13,green,5,Narrow,['j'],1.2265827000001082
0,70,13,green,5,Narrow,['j'],1.030291799999759
0,30,13,green,5,Narrow,['f'],1.43410700000004
0,50,13,green,5,Narrow,['f'],1.1593447000004744
1,60,13,green,5,Narrow,['f'],0.948605900000075
1,40,13,green,5,Narrow,['j'],0.7936715999994703
0,50,13,green,5,Narrow,['f'],1.0040546000000177
1,50,13,green,5,Narrow,['f'],0.8572878000004494
1,30,13,green,5,Narrow,['j'],1.0941184000002977
1,70,13,green,5,Narrow,['f'],0.8929564000000028
1,60,13,green,5,Narrow,['f'],0.8895536999998512
1,50,13,green,5,Narrow,['j'],1.1981494000001476
0,80,13,red,5,Skew,['j'],1.0115026000003127
0,70,13,red,5,Skew,['j'],1.1614683000007062
1,80,13,red,5,Skew,['f'],0.6774900999998863
1,80,13,red,5,Skew,['f'],1.1472474000001966
1,90,13,red,5,Skew,['f'],0.9052232999993066
1,80,13,red,5,Skew,['f'],0.5500605999995969
1,90,13,red,5,Skew,['f'],0.7801854999997886
1,100,13,red,5,Skew,['f'],0.712560900000426
0,70,13,red,5,Skew,['j'],1.019144800000504
0,70,13,red,5,Skew,['j'],0.6488947999996526
1,80,13,red,5,Skew,['f'],0.6774840000007316
0,90,13,red,5,Skew,['j'],0.6983465999992404
0,90,13,red,5,Skew,['j'],0.57541990000027
0,70,13,red,5,Skew,['j'],0.46116239999992104
0,100,13,red,5,Skew,['j'],0.6263698000002478
1,80,13,red,5,Skew,['f'],0.5827376000006552
0,60,13,red,5,Skew,['j'],0.5705786999997144
1,80,13,red,5,Skew,['f'],0.5416242999999668
0,80,13,red,5,Skew,['j'],0.5854026000006343
1,60,13,red,5,Skew,['f'],0.5252527000002374
