TrialNumber,nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option,ran,order,cue_Onset,endowment_onset,endowment_offset,ISI_onset,ISI_offset,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,2,21,8,2,7,4,1.0,0.0,4.004685,5.008743,6.022865,6.023097,8.026593,8.026767,3.0,1.5075264,9.534293,10.050541,2.02426,10.051188,18.05404
2,2,1,17,2,2,8,1,1.0,1.0,18.057135,19.0611,20.070581,20.070747,22.073797,22.073954,2.0,1.5091861,23.58314,24.100027,2.0264447,24.100538,26.104296
3,3,2,15,4,5,1,7,1.0,2.0,26.105944,27.11276,28.121195,28.121384,33.12425,33.124386,999.0,999.0,999.0,36.13078,3.524036,36.648617,40.652126
4,4,3,17,4,2,5,3,1.0,3.0,40.655163,41.657917,42.670727,42.670795,44.67361,44.67381,999.0,999.0,999.0,47.679955,3.522848,48.196854,52.199226
5,5,2,25,6,2,8,5,1.0,4.0,52.201725,53.20534,54.21324,54.21343,56.21668,56.216824,999.0,999.0,999.0,59.228737,3.5288286,59.745857,65.74909
6,6,2,17,2,2,8,3,1.0,5.0,65.750885,66.75473,67.762054,67.76223,69.76558,69.765724,999.0,999.0,999.0,72.776634,3.5277102,73.293625,75.29676
7,7,2,23,2,2,7,1,1.0,6.0,75.29825,76.301865,77.31045,77.31064,79.31364,79.3138,--,--,--,--,--,--,--
8,8,3,17,8,3.5,8,1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,9,2,23,2,2,1,7,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,10,1,17,2,2,8,5,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
11,11,3,15,6,2,1,7,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
12,12,2,19,4,3.5,9,6,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
13,13,1,17,4,3.5,3,8,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
14,14,1,17,2,5,3,5,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
15,15,2,19,2,2,1,4,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
16,16,1,15,2,2,7,1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,17,3,25,2,2,8,5,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
18,18,3,21,4,3.5,9,4,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
19,19,3,17,4,2,5,1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
20,20,2,25,4,2,8,2,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
21,21,3,19,2,2,1,6,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
22,22,1,19,2,5,1,6,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
23,23,3,19,8,2,9,6,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
24,24,1,17,2,2,3,8,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
25,25,1,15,2,5,1,7,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
26,26,3,17,4,3.5,8,5,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
27,27,3,19,2,5,4,9,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
28,28,3,21,4,2,4,7,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
29,29,1,21,4,3.5,1,4,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
30,30,2,19,2,3.5,4,1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
31,31,1,21,6,2,7,9,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
32,32,2,21,2,5,4,7,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
33,33,2,15,2,2,3,1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
34,34,1,21,2,3.5,9,4,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
35,35,1,19,6,3.5,6,9,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
36,36,3,15,6,3.5,1,3,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
