TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,2,1,2,0.750000,1.0,0.0,4.8299553e-06,0.005398989,4.020043,2.0,5.9324474,1.9124044,5.0,6.5374746,7.551348,3.5313053,7.55159,8.315601
2,2,1,2,1,3,0.750000,1.0,1.0,--,--,8.319038,2.0,9.13249,0.8134525,1.0,10.836355,11.850457,3.5314188,11.850682,12.615481
3,3,1,2,1,3,0.750000,1.0,2.0,--,--,12.617825,2.0,13.19902,0.581196,4.0,15.135238,16.14547,3.5276444,16.14568,16.898855
4,4,1,2,1,3,0.750000,1.0,3.0,--,--,16.901186,3.0,17.53228,0.63109404,8.0,19.418293,20.428354,3.5271688,20.428545,21.182062
5,5,1,2,1,3,0.750000,1.0,4.0,--,--,21.18437,3.0,21.965738,0.78136736,7.0,23.702166,24.712378,3.5280066,24.712584,25.465355
6,6,1,2,1,2,0.750000,1.0,5.0,--,--,25.46769,2.0,26.048733,0.58104384,5.0,27.985304,28.99643,3.52874,28.996637,29.748816
7,7,1,2,1,3,0.750000,1.0,6.0,--,--,29.751596,2.0,30.132362,0.38076535,3.0,32.269257,33.28043,3.5288334,33.28063,34.03218
8,8,1,2,1,3,12,1.0,7.0,--,--,34.03455,2.0,34.482346,0.44779313,4.0,36.552135,37.561382,3.5268302,37.56159,49.56552
9,9,2,4,2,3,0.750000,1.0,8.0,--,--,49.658787,0.0,999.0,999.0,999.0,52.166008,53.18216,3.5233707,53.18236,53.94888
10,10,2,4,2,1,0.750000,1.0,9.0,--,--,54.02199,2.0,54.799023,0.77702975,8.0,56.539043,57.550377,3.5283837,57.550594,58.315502
11,11,2,4,2,1,0.750000,1.0,10.0,--,--,58.37234,3.0,58.915817,0.543474,1.0,60.939896,61.948627,3.5762873,61.94882,62.71534
12,12,2,4,2,3,0.750000,1.0,11.0,--,--,62.771736,3.0,63.198692,0.42695668,8.0,65.2897,66.29958,3.5278473,66.299835,67.0656
13,13,2,4,2,3,0.750000,1.0,12.0,--,--,67.12134,3.0,67.91534,0.7939968,9.0,69.6394,70.650276,3.5289392,70.6505,71.41523
14,14,2,4,2,3,0.750000,1.0,13.0,--,--,71.4709,3.0,72.115524,0.64462,6.0,73.98906,74.99955,3.528645,74.999756,75.76525
15,15,2,4,2,3,0.750000,1.0,14.0,--,--,75.821495,2.0,76.332214,0.51072174,4.0,78.339005,79.34775,3.5262585,79.34794,80.098625
16,16,2,4,2,3,12,1.0,15.0,--,--,80.15522,2.0,80.61543,0.46021426,2.0,82.67283,83.68325,3.52803,83.68347,95.69855
17,17,3,1,1,3,0.750000,1.0,16.0,--,--,95.70668,2.0,98.04907,2.3423932,4.0,98.22329,99.23182,3.5251417,99.232025,99.99852
18,18,3,1,1,1,0.750000,1.0,17.0,--,--,100.000885,2.0,100.61516,0.6142703,6.0,102.51837,103.52846,3.5275707,103.52864,104.281715
19,19,3,1,1,1,0.750000,1.0,18.0,--,--,104.284294,2.0,104.9488,0.66450614,9.0,106.80158,107.810005,3.525709,107.810196,108.56528
20,20,3,1,1,3,0.750000,1.0,19.0,--,--,108.56764,2.0,108.898735,0.33109525,3.0,111.085266,112.09465,3.5270038,112.09483,112.84847
21,21,3,1,1,1,0.750000,1.0,20.0,--,--,112.8509,3.0,113.28188,0.43098938,2.0,115.36894,116.37869,3.5277984,116.37888,117.131805
22,22,3,1,1,1,0.750000,1.0,21.0,--,--,117.134224,3.0,117.54877,0.4145461,3.0,119.65165,120.66004,3.5258193,120.660255,121.41512
23,23,3,1,1,1,0.750000,1.0,22.0,--,--,121.417534,3.0,121.78193,0.3643954,2.0,123.935295,124.94369,3.5261526,124.94387,125.6985
24,24,3,1,1,1,8,1.0,23.0,--,--,125.700836,3.0,126.24875,0.5479115,1.0,128.2185,129.22676,3.5259252,129.22696,137.23187
25,25,4,5,3,1,0.750000,1.0,24.0,--,--,137.5062,0.0,999.0,999.0,999.0,140.01604,141.03178,3.5255926,141.03198,141.79836
26,26,4,5,3,1,0.750000,1.0,25.0,--,--,142.06796,2.0,142.63184,0.563864,9.0,144.58633,145.59677,3.5287952,145.59697,146.34836
27,27,4,5,3,1,0.750000,1.0,26.0,--,--,146.5745,3.0,147.03175,0.457255,4.0,149.09267,150.10135,3.526848,150.10153,150.86491
28,28,4,5,3,1,0.750000,1.0,27.0,--,--,151.0895,3.0,151.59868,0.5091901,2.0,153.60643,154.61522,3.525726,154.61542,155.38158
29,29,4,5,3,1,0.750000,1.0,28.0,--,--,155.6069,2.0,155.98169,0.37478012,9.0,158.1246,159.13301,3.5260968,159.13322,159.89836
30,30,4,5,3,3,0.750000,1.0,29.0,--,--,160.12347,2.0,160.4318,0.30833197,3.0,162.64165,163.65172,3.528257,163.65192,164.41508
31,31,4,5,3,1,0.750000,1.0,30.0,--,--,164.64043,2.0,165.0653,0.42487645,7.0,167.15865,168.16867,3.5282474,168.16885,168.93156
32,32,4,5,3,3,12,1.0,31.0,--,--,169.15607,2.0,169.58188,0.42581528,3.0,171.67384,172.68379,3.5277212,172.68399,184.69804
33,33,5,1,1,2,0.750000,1.0,32.0,--,--,184.70331,2.0,186.31505,1.6117322,5.0,187.2209,188.23077,3.5274677,188.23099,188.98143
34,34,5,1,1,1,0.750000,1.0,33.0,--,--,188.98378,3.0,189.43169,0.44790208,1.0,191.50157,192.51085,3.527057,192.51106,193.26483
35,35,5,1,1,1,0.750000,1.0,34.0,--,--,193.26721,3.0,193.63168,0.3644739,2.0,195.78452,196.79218,3.524971,196.79237,197.54813
36,36,5,1,1,1,0.750000,1.0,35.0,--,--,197.55052,2.0,198.26541,0.7148811,8.0,200.06798,201.07616,3.525632,201.07634,201.8314
37,37,5,1,1,1,0.750000,1.0,36.0,--,--,201.83377,2.0,202.33167,0.49789277,9.0,204.3515,205.35992,3.526155,205.3601,206.1148
38,38,5,1,1,2,0.750000,1.0,37.0,--,--,206.11748,2.0,206.44844,0.33096212,5.0,208.63518,209.64519,3.5277078,209.64537,210.398
39,39,5,1,1,1,0.750000,1.0,38.0,--,--,210.40048,2.0,210.965,0.56451756,8.0,212.91777,213.92757,3.527086,213.92775,214.68138
40,40,5,1,1,1,8,1.0,39.0,--,--,214.68373,3.0,215.19844,0.51470315,1.0,217.2012,218.20982,3.5260897,218.21002,226.21484
41,41,6,3,2,1,0.750000,1.0,40.0,--,--,226.2963,2.0,227.78157,1.4852736,7.0,228.81439,229.82262,3.5263107,229.82281,230.58136
42,42,6,3,2,1,0.750000,1.0,41.0,--,--,230.6636,2.0,231.11513,0.4515113,7.0,233.18088,234.18927,3.525657,234.18945,234.94812
43,43,6,3,2,1,0.750000,1.0,42.0,--,--,235.00357,3.0,235.38182,0.3782438,2.0,237.52087,238.5294,3.5258307,238.5296,239.28127
44,44,6,3,2,3,0.750000,1.0,43.0,--,--,239.33725,3.0,239.74815,0.4109055,9.0,241.85503,242.86517,3.5279245,242.86537,243.63129
45,45,6,3,2,1,0.750000,1.0,44.0,--,--,243.68854,2.0,244.0649,0.37636253,6.0,246.20555,247.2156,3.527069,247.21582,247.98108
46,46,6,3,2,1,0.750000,1.0,45.0,--,--,248.03708,2.0,248.3815,0.34441808,9.0,250.5549,251.56334,3.5262582,251.56352,252.3146
47,47,6,3,2,1,0.750000,1.0,46.0,--,--,252.36989,2.0,252.71498,0.34509066,7.0,254.88647,255.89497,3.5250852,255.89516,256.64792
48,48,6,3,2,2,8,1.0,47.0,--,--,256.70328,2.0,257.11487,0.41160706,5.0,259.22125,260.231,3.5277236,260.23117,268.24792
49,49,7,6,3,2,0.750000,1.0,48.0,--,--,268.51752,2.0,269.64816,1.1306398,5.0,271.03522,272.04288,3.5253592,272.04306,272.79788
50,50,7,6,3,3,0.750000,1.0,49.0,--,--,273.06543,2.0,273.49832,0.4328945,2.0,275.58292,276.5927,3.5272737,276.5929,277.3479
51,51,7,6,3,3,0.750000,1.0,50.0,--,--,277.5725,2.0,277.89822,0.32570893,3.0,280.09,281.0986,3.526084,281.0988,281.86462
52,52,7,6,3,3,0.750000,1.0,51.0,--,--,282.09006,3.0,282.39798,0.3079208,7.0,284.60815,285.6166,3.5265636,285.61682,286.38107
53,53,7,6,3,1,0.750000,1.0,52.0,--,--,286.60562,2.0,287.04807,0.44244424,9.0,289.12292,290.1333,3.5276828,290.1335,290.89783
54,54,7,6,3,3,0.750000,1.0,53.0,--,--,291.122,2.0,291.44794,0.32593897,3.0,293.63986,294.64978,3.5277972,294.65,295.41434
55,55,7,6,3,3,0.750000,1.0,54.0,--,--,295.63907,2.0,296.08112,0.44204396,4.0,298.15634,299.1648,3.5257263,299.165,299.93097
56,56,7,6,3,3,10,1.0,55.0,--,--,300.1555,3.0,300.53128,0.37579805,6.0,302.6732,303.68167,3.5261936,303.68185,313.69797
57,57,8,2,1,3,0.750000,1.0,56.0,--,--,313.70334,2.0,315.03128,1.3279645,2.0,316.22107,317.22906,3.5257287,317.22925,317.98114
58,58,8,2,1,1,0.750000,1.0,57.0,--,--,317.98352,2.0,318.76422,0.7806854,8.0,320.50122,321.5107,3.5271862,321.5109,322.26425
59,59,8,2,1,3,0.750000,1.0,58.0,--,--,322.2666,2.0,322.7312,0.4645857,1.0,324.78403,325.79327,3.5266423,325.79346,326.5477
60,60,8,2,1,3,0.750000,1.0,59.0,--,--,326.55005,3.0,327.29782,0.7477789,7.0,329.06763,330.07642,3.5263724,330.07663,330.83087
