Risk_per,Money,Color,Amb,RiskisLeft,response,RT,dist
20,13,blue,100,0,['f'],2.1799765000178013,wide
30,13,blue,100,0,['f'],2.009369900013553,wide
40,13,blue,100,0,['f'],2.289082999981474,wide
50,13,blue,100,1,['j'],2.783921800000826,wide
60,13,blue,100,1,['f'],3.227256699989084,wide
70,13,blue,100,0,['j'],2.5994692999811377,wide
80,13,blue,100,0,['j'],1.7879733000008855,wide
90,13,blue,100,0,['j'],1.344003000005614,wide
20,13,blue,50,1,No_resp,4,wide
30,13,blue,50,0,['f'],1.395673999999417,wide
40,13,blue,50,0,['f'],2.2246690999891143,wide
50,13,blue,50,0,['f'],1.5041713000100572,wide
60,13,blue,50,1,['j'],2.3265887000015937,wide
70,13,blue,50,1,['f'],0.48593279998749495,wide
80,13,blue,50,0,['j'],1.507917599985376,wide
90,13,blue,50,1,['f'],1.0756779999937862,wide
20,13,red,100,0,['f'],2.8887481999990996,narrow
30,13,red,100,1,['j'],2.23151029998553,narrow
40,13,red,100,1,['f'],1.380337899987353,narrow
50,13,red,100,0,['j'],1.12373310001567,narrow
60,13,red,100,0,['j'],0.9949108000146225,narrow
70,13,red,100,0,['j'],0.8807841000088956,narrow
80,13,red,100,0,['j'],1.0867212000011932,narrow
90,13,red,100,0,['j'],0.9959646000061184,narrow
20,13,red,50,0,['f'],2.6402068000170402,narrow
30,13,red,50,0,['f'],1.3830764000013005,narrow
40,13,red,50,1,['j'],1.109870599990245,narrow
50,13,red,50,1,['f'],0.5007559999939986,narrow
60,13,red,50,0,['j'],1.2124551000015344,narrow
70,13,red,50,0,['j'],1.1385383000015281,narrow
80,13,red,50,1,['f'],1.3605069000041112,narrow
90,13,red,50,1,['f'],1.2716724000056274,narrow
20,13,green,100,1,['j'],2.389442199986661,skew
30,13,green,100,0,['f'],0.7958299000165425,skew
40,13,green,100,1,['j'],2.793035200011218,skew
50,13,green,100,1,['j'],1.1764769000001252,skew
60,13,green,100,0,['f'],0.7507985999982338,skew
70,13,green,100,1,['f'],1.2302589000028092,skew
80,13,green,100,0,['j'],0.8855607000004966,skew
90,13,green,100,0,['j'],0.9153584000014234,skew
20,13,green,50,1,['j'],2.049242100008996,skew
30,13,green,50,1,['j'],2.9362996999989264,skew
40,13,green,50,1,['j'],1.1257080999785103,skew
50,13,green,50,0,['f'],1.7949080000107642,skew
60,13,green,50,1,['f'],1.6154782999947201,skew
70,13,green,50,1,['f'],0.589490400016075,skew
80,13,green,50,0,['j'],0.9794323999958578,skew
90,13,green,50,0,['j'],1.0825990999874193,skew
20,13,yellow,100,0,['f'],3.111621499992907,True_unkown
30,13,yellow,100,0,['f'],1.2522508000256494,True_unkown
40,13,yellow,100,1,['j'],1.6325306999788154,True_unkown
50,13,yellow,100,1,['f'],0.699259000015445,True_unkown
60,13,yellow,100,0,['j'],0.8711216000083368,True_unkown
70,13,yellow,100,0,['j'],1.6999539000098594,True_unkown
80,13,yellow,100,0,['j'],1.0234694000100717,True_unkown
90,13,yellow,100,0,['j'],0.5324426000006497,True_unkown
20,13,yellow,50,1,['j'],1.4802346000215039,True_unkown
30,13,yellow,50,1,['j'],1.1016572999942582,True_unkown
40,13,yellow,50,0,['f'],1.443601100007072,True_unkown
50,13,yellow,50,1,['f'],0.6645336000074167,True_unkown
60,13,yellow,50,0,['j'],1.059340300009353,True_unkown
70,13,yellow,50,0,['j'],1.8078984000021592,True_unkown
80,13,yellow,50,0,['j'],0.8520975999999791,True_unkown
90,13,yellow,50,1,['f'],0.754445400001714,True_unkown
