condition	duration	onset
door	3	4.0253941169939935
Fixation_ant	2	7.141021940857172
loss	3	9.157567805610597
door	3	18.208933671936393
Fixation_ant	2	21.30114129371941
win	3	23.317729973699898
door	3	30.387675346806645
Fixation_ant	2	33.49327302956954
loss	3	35.50986995687708
door	3	40.55310741858557
Fixation_ant	2	43.65128211956471
loss	3	45.666816093958914
door	3	54.71933397371322
Fixation_ant	2	57.827029262669384
loss	3	59.84359010262415
door	3	66.89477040059865
Fixation_ant	2	69.98576388368383
win	3	72.00242228293791
door	3	77.0703163407743
Fixation_ant	2	80.17708920361474
win	3	82.19272286491469
door	3	89.2622530059889
Fixation_ant	2	92.36826957482845
loss	3	94.38470799988136
door	3	101.43668415676802
Fixation_ant	2	104.54379578772932
win	3	106.56024209596217
door	3	111.62896403390914
Fixation_ant	2	114.73432517470792
win	3	116.75090441992506
door	3	123.82090860698372
Fixation_ant	2	126.92595678474754
win	3	128.9423888558522
door	3	134.0108350547962
Fixation_ant	2	137.1166202640161
loss	3	139.13326829159632
door	3	146.18498190678656
Fixation_ant	2	149.29232049174607
win	3	151.30878411373124
door	3	158.37618918390945
Fixation_ant	2	161.4835129599087
loss	3	163.4999562916346
door	3	168.55254611978307
Fixation_ant	2	171.65826270682737
loss	3	173.6747673396021
door	3	178.72715187678114
Fixation_ant	2	181.83200988871977
win	3	183.8484653015621
door	3	190.91651149094105
Fixation_ant	2	194.0236538220197
loss	3	196.04017426492646
door	3	201.09224541392177
Fixation_ant	2	204.19765548501164
win	3	206.21414040401578
door	3	213.28367175674066
Fixation_ant	2	216.38933630799875
win	3	218.40601714281365
door	3	223.474630208686
Fixation_ant	2	226.58059458667412
win	3	228.5969631955959
door	3	233.66475613880903
Fixation_ant	2	236.77045112475753
win	3	238.786989309825
door	3	243.8560935598798
Fixation_ant	2	246.9608523156494
loss	3	248.9773039566353
door	3	254.0293863019906
Fixation_ant	2	257.13575007673353
loss	3	259.15223000664264
door	3	268.2031825967133
Fixation_ant	2	271.29518298758194
win	3	273.31180962361395
door	3	282.38293720176443
Fixation_ant	2	285.48867063689977
loss	3	287.505300717894
door	3	292.5566624137573
Fixation_ant	2	295.66292637074366
loss	3	297.6793716698885
door	3	308.7346087289043
Fixation_ant	2	311.84133838675916
loss	3	313.85885078366846
door	3	318.9105336787179
Fixation_ant	2	322.0168686439283
loss	3	324.033354495652
door	3	329.0853731627576
Fixation_ant	2	332.18960810964927
win	3	334.2070563286543
door	3	341.27053102478385
Fixation_ant	2	344.36525304662064
win	3	346.38288139970973
door	3	351.4460599068552
Fixation_ant	2	354.5398100018501
loss	3	356.5562200457789
door	3	361.6036238470115
Fixation_ant	2	364.7141960868612
win	3	366.7308715665713
door	3	376.7911394657567
Fixation_ant	2	379.89116617757827
loss	3	381.9077251357958
door	3	390.9603482307866
Fixation_ant	2	394.0678598228842
loss	3	396.0842776056379
door	3	401.136962978635
Fixation_ant	2	404.242266821675
loss	3	406.2587989848107
door	3	411.30939617101103
Fixation_ant	2	414.4156458466314
win	3	416.43191567156464
door	3	427.4992868639529
Fixation_ant	2	430.59403228759766
win	3	432.61047260370106
door	3	443.67976096691564
Fixation_ant	2	446.7891147825867
loss	3	448.8048057546839
door	3	458.86045926762745
Fixation_ant	2	461.9654117897153
win	3	463.9828591737896
door	3	475.0497884489596
Fixation_ant	2	478.14262713398784
win	3	480.1602495210245
door	3	489.2296670079231
Fixation_ant	2	492.33782950183377
win	3	494.3524636779912
door	3	503.42357577197254
Fixation_ant	2	506.53036698466167
loss	3	508.546842162963
door	3	519.5992450746708
Fixation_ant	2	522.6922095986083
win	3	524.708673864603
door	3	535.777546457015
Fixation_ant	2	538.8705748249777
loss	3	540.8870556689799
door	3	549.9391736779362
Fixation_ant	2	553.047609061934
loss	3	555.0603474630043
door	3	565.1146301147528
Fixation_ant	2	568.2084026159719
win	3	570.2248772708699
door	3	580.2936103669927
Fixation_ant	2	583.4025394115597
loss	3	585.4192092106678
door	3	594.4715266567655
Fixation_ant	2	597.5784434815869
win	3	599.5945387729444
door	3	609.6642862539738
Fixation_ant	2	612.7732227118686
win	3	614.7888205759227
door	3	624.8577863415703
Fixation_ant	2	627.9664080608636
win	3	629.9840120249428
door	3	641.0514835207723
Fixation_ant	2	644.1449925559573
win	3	646.161436998751
door	3	653.2277192086913
Fixation_ant	2	656.3374964357354
loss	3	658.354302004911
door	3	667.4063043766655
Fixation_ant	2	670.5143233016133
loss	3	672.5308550577611
door	3	681.5816686665639
Fixation_ant	2	684.690956747625
win	3	686.707263154909
door	3	693.7756972690113
Fixation_ant	2	696.8816790627316
loss	3	698.8980971076526
door	3	707.951309395954
Fixation_ant	2	711.060000908561
loss	3	713.0754906809889
door	3	723.1297060237266
Fixation_ant	2	726.2354478309862
loss	3	728.2519415155984
door	3	733.3048358778469
Fixation_ant	2	736.4109611609019
loss	3	738.4275427325629
door	3	747.4789396235719
Fixation_ant	2	750.5865264819004
win	3	752.6041724658571
door	3	762.6729851486161
Fixation_ant	2	765.7809598688036
win	3	767.7984169418924
