TrialNumber,Trial,ISI,ITI,winlose,door_image_L,door_image_R,ran,order,decision_onset,resp,rt,resp_onset,resp_offset,trialDuration,pre_feedback_fix_onset,pre_feedback_fix_duration,arrow_onset,arrow_offset,ITIonset,ITIoffset,Date_Time
1,1,2,6,loss,obj (1).bmp,obj (61).bmp,1.0,0.0,4.025394,999.0,999.0,999.0,7.1404614,3.115438,7.1410217,2.0,9.157568,12.175375,12.175689,18.193995,2019-11-05 08:47:30.723422
2,2,2,4,win,obj (2).bmp,obj (62).bmp,1.0,1.0,18.208933,999.0,999.0,999.0,21.30071,3.0920458,21.301142,2.0,23.31773,26.353653,26.35401,30.371101,2019-11-05 08:47:42.900218
3,3,4,2,loss,obj (3).bmp,obj (63).bmp,1.0,2.0,30.387676,999.0,999.0,999.0,33.492832,3.1054306,33.493275,2.0,35.50987,38.528107,38.528313,40.54652,2019-11-05 08:47:53.075445
4,4,4,6,loss,obj (4).bmp,obj (64).bmp,1.0,3.0,40.55311,999.0,999.0,999.0,43.650566,3.097844,43.651283,2.0,45.666817,48.685112,48.68528,54.703857,2019-11-05 08:48:07.232515
5,5,2,4,loss,obj (5).bmp,obj (65).bmp,1.0,4.0,54.719334,999.0,999.0,999.0,57.826584,3.1075268,57.82703,2.0,59.84359,62.86183,62.862,66.87967,2019-11-05 08:48:19.408096
6,6,2,2,win,obj (6).bmp,obj (66).bmp,1.0,5.0,66.89477,999.0,999.0,999.0,69.98532,3.0908248,69.98576,2.0,72.00242,75.038574,75.03895,77.0556,2019-11-05 08:48:29.583844
7,7,6,4,win,obj (7).bmp,obj (67).bmp,1.0,6.0,77.07032,999.0,999.0,999.0,80.17665,3.1066077,80.177086,2.0,82.192726,85.228874,85.22923,89.24696,2019-11-05 08:48:41.774975
8,8,2,4,loss,obj (8).bmp,obj (68).bmp,1.0,7.0,89.26225,999.0,999.0,999.0,92.36783,3.1058505,92.36827,2.0,94.384705,97.403,97.40317,101.42191,2019-11-05 08:48:53.949697
9,9,8,2,win,obj (9).bmp,obj (69).bmp,1.0,8.0,101.43668,999.0,999.0,999.0,104.54327,3.1069384,104.54379,2.0,106.56024,109.59539,109.59578,111.61393,2019-11-05 08:49:04.141519
10,10,2,4,win,obj (10).bmp,obj (70).bmp,1.0,9.0,111.62897,999.0,999.0,999.0,114.73388,3.105192,114.73432,2.0,116.75091,119.78678,119.78713,123.80405,2019-11-05 08:49:16.331408
11,11,4,2,win,obj (11).bmp,obj (71).bmp,1.0,10.0,123.82091,999.0,999.0,999.0,126.92552,3.1048846,126.92596,2.0,128.94238,131.9785,131.97885,133.99606,2019-11-05 08:49:26.523238
